"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"AHRC","AH/P006698/1","Research Grant","Artistic and Creative Products","University of Birmingham","Education","Grosvenor","Ian","","Beyond the Battlefields: Kathe Buchler's Photographs of Germany in the Great War","Beyond the Battlefields presents a unique set of images made by photographer K&auml;the Buchler (1876-1930), touring the UK to commemorate the centenary of the war and its legacy. Buchler's photographs are part of the collection of the Museum of Photography in Braunschweig - where she lived and worked.Through different picture cycles she examines the care of orphaned children and wounded troops, Germans at work and at leisure - including a fascinating series made late in the war entitled 'Women in Men's Jobs'- presenting the dislocations of war along with striking moments of human warmth.

The Grosvenor Gallery exhibition is co-curated by Manchester Metropolitan University historian Professor Melanie Tebbutt and visual artist Jacqueline Butler. This cross-disciplinary approach ensures that the final collection is the result of different perspectives - the history of the war, significance of Buchler as a woman photographer and her artistic excellence as an 'amateur'.

Professor Melanie Tebbutt, Professor in History at Manchester Metropolitan University, said: &quot;Buchler's carefully choreographed images chronicled convalescing soldiers, children collecting for recycling campaigns, and babies in war nurseries and are a documentary homage to how ordinary women and children were rising to the challenge of food, labour and material shortages on the home front. Buchler's calm, disciplined interpretation of civilian life, distant from the violent upheavals of military action at the front, suggest empathy and belief in the human spirit.&quot;","Artistic/Creative Exhibition","2018","Plans have been made for further interdisciplinary collaborations","http://www.art.mmu.ac.uk/news/item-7089/","5aa66b4200e1c3.30802188","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5aa66b4200e1c3.30802188&grantRef=AH%2FP006698%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/P006698/1","C091354E-25D6-4A87-A761-1BA095ECB8BB","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","1F3E180F-D70F-446C-92C8-4AD9771A8636"
"AHRC","AH/N003926/1","Research Grant","Artistic and Creative Products","University of Sheffield","Geography","Phillips","Richard","","A Match Made in Heaven","A Match Made in Heaven, Edited by Claire Chambers, Nafhesa Ali and Richard Phillips. Anthology of writing by participants in creative writing workshops, convened within the Storying Sexual Relationships project. These previously unpublished writers join some established young British Muslim writers in this collection, published by HopeRoad, which describes the collection as follows on its website:

Although outsiders often expect Muslim women to be timid, conservative, or submissive, the reality is different. While some of these authors express a quiet piety and explore poignant situations, others use black humour and biting satire, or play with possibilities. Still others shade into the territory of a Muslim Fifty Shades of Grey, creating grey areas where the mainstream media sees only black and white.

If grooming-gang scandals grab headlines, characters are more scandalized by suitors' sloppy personal grooming. Finding the right crimson lipstick for a date or the perfect power outfit for meeting a cheating ex-husband are commoner preoccupations than the news. 

Stylish but far from shallow, the stories also reflect on migration, racism, arranged marriage, gender differences, lesbian desire, bearding, and many other subjects.","Creative Writing","2020","Instrumental in young British Muslim women finding their voices and developing their skills as writers, and encouraging other young Muslims to attempt similar.","https://www.hoperoadpublishing.com/a-match-made-in-heaven","5e54fcc5506a00.00223047","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e54fcc5506a00.00223047&grantRef=AH%2FN003926%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/N003926/1","5B2E4767-C26C-437E-B315-93C3BF5168CE","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","CF02EAA9-BEDF-4DE9-9BC8-6FFAE3620D73"
"AHRC","AH/T005297/1","Fellowship","Artistic and Creative Products","University of East Anglia","Literature, Drama and Creative Writing","Waters","Steve","","Song of the Reeds - a four part radio play for BBC Radio 4","As part of the research project I pitched to Radio 4 and production company Holy Mountain the idea of creating a four-part drama tracking an invented nature reserve called Fleggwick in Norfolk and recorded on location at RSPB Strumpshaw Fen in Norfolk. Now all four episodes have been recorded and broadcast on the year's solstices and equinoxes:June 21st, September 22nd, December 21st and March 21st; they will remain available on BBC Sounds for a year. The dramas have been designed to blend a range of high-profile performers (Mark Rylance, Sophie Okonedo), with regional talent and non-professional performers and indeed conservationists such as Tom Fewins from the Wildfowl and Wetland Trust. Each episode has focused on a species at risk in the region drawing on experts at the reserve itself and beyond, bringing in organisations such as the Swallowtail Trust, the RSPB initiative 'Back from the Brink', the Environment Agency and others - likewise the sound resources in the drama are all created from field recordings in the reserves from Holy Mountain. These innovative qualities have been widely celebrated in the extensive coverage of the show in the media and also led to us being shortlisted for the BBC Audio Drama Awards 2022.","Artefact (including digital)","2021","This drama has had unprecedented coverage for a radio play; the first episode received rave reviews in The Guardian, The Telegraph, The Times ('Drama to go wild for'), the New Statesmen and beyond; the second episode was described as 'peak radio' by the Telegraph and the third was selected for 'Pick of the Week' on Radio 4. Its star, Mark Rylance has been extensively interviewed about it and offered a real platform for the debate around drama and conservation. The RSPB have likewise promoted it and it has impacted on visitor numbers to RSPB Strumpshaw as well as highlighting the plight of the species spotlit in each episode: the swallowtail butterfly, the little whirlpool ramshorn snail, the European eel and the Bittern. Rylance wants to continue the collaboration, as do the WWT who are working with the producer on another project at Barnes wetland Centre in London as well as participating in the July symposium.","https://www.bbc.co.uk/programmes/m000x6pk","618117b1d9eb24.97611614","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=618117b1d9eb24.97611614&grantRef=AH%2FT005297%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/T005297/1","50F17D21-31C4-45C2-9CE5-6000C6809E20","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","ADA9C74B-91E1-485D-B6EE-1046C65CF6DF"
"BBSRC","BB/R012415/1","Research Grant","Artistic and Creative Products","University of Southampton","Sch of Biological Sciences","Webb","Jeremy","","International Biofilm Markets Infographics","In the summer of 2020, we commissioned an independent study on international biofilm markets to further understand the economic significance of biofilms in the UK and globally. The study estimated expenditure associated with biofilms in 2019; information is not yet generally available for 2020 to quantify the impact of the COVID-19 pandemic. Biofilms are ubiquitous but particularly prominent in some sectors of the economy. These sectors form the focus of this study. We have used publicly available evidence to quantify economic activity relating to biofilms. The study assessed the focus industrial sectors of the National Biofilms Innovation Centre. The total economic impact was estimated to be almost $4,000bn globally and &pound;45bn ($62Bn) in the UK. These are likely to be under-estimates of the impact of biofilms. For example, in healthcare whilst we identified $387bn of direct costs as a consequence of biofilms (5% of global healthcare expenditure). we know that prevention of infection (strongly linked to biofilm control) is a major goal of all healthcare procedures and so impacts significantly on the world's $7,800bn health related activity. We conservatively estimate the true total economic significance of biofilms is likely to be in excess of $5,000bn. We've created infographics to reflect the results of this study and show the huge impact biofilms have on our global economy.","Artwork","2021","These highlight key facts and statistics relating to 6 international biofilm markets - personal care, human health, food processing, marine biofouling, oral care and homecare.","https://www.biofilms.ac.uk/international-biofilm-markets/","61d711216edc73.18612739","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=61d711216edc73.18612739&grantRef=BB%2FR012415%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R012415/1","3F3CDB98-8900-47E6-ADFE-FF266C3060D6","2512EF1C-401B-4222-9869-A770D4C5FAC7","30A429E3-83B7-4E41-99C0-14A144F07DFE","21E13937-D928-40A1-B604-5D435BAF84FF"
"AHRC","AH/L008149/1","Research Grant","Artistic and Creative Products","University of Birmingham","Education","Grosvenor","Ian","","Beyond the Battlefields: Kathe Buchler's Photographs of Germany in the Great War","Beyond the Battlefields presents a unique set of images made by photographer K&auml;the Buchler (1876-1930), touring the UK to commemorate the centenary of the war and its legacy. Buchler's photographs are part of the collection of the Museum of Photography in Braunschweig - where she lived and worked.Through different picture cycles she examines the care of orphaned children and wounded troops, Germans at work and at leisure - including a fascinating series made late in the war entitled 'Women in Men's Jobs'- presenting the dislocations of war along with striking moments of human warmth.

The Grosvenor Gallery exhibition is co-curated by Manchester Metropolitan University historian Professor Melanie Tebbutt and visual artist Jacqueline Butler. This cross-disciplinary approach ensures that the final collection is the result of different perspectives - the history of the war, significance of Buchler as a woman photographer and her artistic excellence as an 'amateur'.

Professor Melanie Tebbutt, Professor in History at Manchester Metropolitan University, said: &quot;Buchler's carefully choreographed images chronicled convalescing soldiers, children collecting for recycling campaigns, and babies in war nurseries and are a documentary homage to how ordinary women and children were rising to the challenge of food, labour and material shortages on the home front. Buchler's calm, disciplined interpretation of civilian life, distant from the violent upheavals of military action at the front, suggest empathy and belief in the human spirit.&quot;","Artistic/Creative Exhibition","2018","Plans have been made for further interdisciplinary collaborations","http://www.art.mmu.ac.uk/news/item-7089/","5aa66b4200e1c3.30802188","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5aa66b4200e1c3.30802188&grantRef=AH%2FL008149%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/L008149/1","D530FB2A-7BF8-4769-8C12-33550E5AF2D0","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","1F3E180F-D70F-446C-92C8-4AD9771A8636"
"AHRC","AH/S013172/1","Research Grant","Artistic and Creative Products","University of Portsmouth","Sch of Area Stud, Hist, Politics & Lit","Vince","Natalya","","The lands of my father","20 minute documentary portrait, in French, subtitled in Arabic, English and French. Summary: In 1969, Ouardia Belanteur was one of the very first Algerian women to study in the USSR, as part of programme of Algerian-Soviet educational cooperation. From a poor rural background, she and her sisters were the first in their family to receive formal schooling. Ouardia had nevertheless always been fascinated by the USSR, not least because her father was a railway worker with ties to the Algerian Communist Party. After an intensive year of Russian language study in Kiev, she studied geochemistry in Leningrad. In 1973, she was also part of Algerian delegations to the Tunis Pan-African Youth Festival and the Berlin International Youth Festival. Ouardia's story reveals the ease with which young, educated Algeria women and men were able to move between university courses and employment in the 1960s, but also women's negotiations within their own families to continue their education and travel and the frictions between more left-wing students and the more socially and politically conservative Algerian state.","Film/Video/Animation","2020","2,045 views as of 10/3/20. 24,101 people reached on Facebook, 3,542 engagements with 443 reactions, comments and shares (as of 10/3/20)
The video has promoted multilingual discussion on Facebook about the place of women in independent Algeria and their role in Algerian history.
Update 5/3/21: 5,747 views on Youtube (as of 5 March 2020)","http://generation-independence.com/the-lands-of-my-father.html","5e6823e74b7379.06884191","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e6823e74b7379.06884191&grantRef=AH%2FS013172%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S013172/1","8526351E-9017-48C8-8895-CA9288144B92","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","955C55E8-783E-4842-BB2C-2D275A3CAF82","1A882E35-1FB7-459B-8968-4A50A6A61CCF"
"AHRC","AH/N005767/1","Research Grant","Artistic and Creative Products","Bangor University","Sch of Social Sciences","Plows","Alexandra Jane","","Vluchthavel (flight hill)/ the tables of Babel","Creative collaboration by several smART cities network members, artists based in Amsterdam. Artists include Irene Janze, Maria Vandenput, Helena Koening, Ida Voorthuis, Netty Gelijsteen. Full list of contributing artists available on youtube (link below). Original artwork co-created with refugees at Lola Lik (a former prison, now home for refugees), Amsterdam, drawing attention to themes of communication, forced migration, the waste of human lives and potential,creative resistance to oppression, and aiming to develop meaningful connections with and support for, refugees in Amsterdam. (plus additional awareness raising). a number of creative workshops with refugee children and their families culminated in a final collaborative artist work: &quot;flight hill&quot;. Below is text from the lead artist, SmARTcities creative director Irene Janze. 
 &quot;So we made the final model, looked for waste materials in and around the
prison and started to built tables.
By doing so we met people who suggested tables, told us their stories or
gave us rest materials to built with. Through the meetings and with the
materials the VLUCHTHEUVEL as we now call it changed. In English
vluchtheuvel is flight hill, flight from to flee and a hill a little bulb in the
landscape, but in fact we should translate it as traffic island, so again I
cannot translate it correctly but words play an important role in this
installation.
We built a telescope table in which you could see yourself and your
surroundings, a tone table on which you could make music, a speakers
and smokers table and a drawing table, amongst others. Again I am not
able to translate the names of the tables completely in English, but the
names are important and painted on the sidewalk and have several
meanings, not a singular one in Dutch.Hanna Arendt said: to speak is
relational, to communicate is not a one way road. Just as Hannah Arendt
(1958) proposes, we want our actions, whether theory-events, art, or
thoughts to communicate, and to be shared. In order to communicate our
thoughts, our innovations, ideas or art, we have to ensure that it is not a
one-way activity, like a one way traffic sign that we have all been
programmed to interpret in a similar manner, and which leads to similar
behaviour and predictable responses. That's why we try to speak through
the tables, to relate to the people and the situation.the names of the
tables are important It tries to offer resistance or shows a way out of the
controlled or disciplinary society (deleuze, foucoult) where there seems
hardly any escape from.
tone table = toon tafel; tone/ toon means a sound, a music tonethe
same as in English, but in Dutch it also means to show , drawing table is
in Dutch : teken tafel, you hear straight away the rhythm in it, it means
to draw but it is also the word for an animal, a leach, and it is the dutch
word for sign. The telescope table is aimed at you(many people take
selfies) and your surroundings.","Artistic/Creative Exhibition","2017","significant impact: public engagement and awareness raising around the issues of refugees and forced migration outlined in previous section. creative activity with marginalised group (refugees -children and their families). development of network contacts with public groups and stakeholders.","https://www.youtube.com/watch?v=RatsqPdEnXM&feature=youtu.be","5aa67433eb9163.38671902","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5aa67433eb9163.38671902&grantRef=AH%2FN005767%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/N005767/1","4598A97D-F879-4A7B-BBDD-100EF72446D2","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","F9F1D136-12E3-4BE4-9668-0C9BC4A7C1BF","3E97B5BB-74F1-4747-930C-40EC11445919"
"EPSRC","EP/S000356/1","Research Grant","Artistic and Creative Products","University of Southampton","School of Chemistry","Frey","Jeremy","","AI3SD Video: An Open Competition of People and Machines to Develop Predictive Models for Antimalarial Drug Discovery","One of the most promising series within the Open Source Malaria (OSM) consortium involves compounds that are active in the in vivo model of the disease. A molecular mechanism of action is strongly implicated, and is a mechanism shared with several leading antimalarials in the drug development pipeline, but no crystal structure has been obtained for the protein target. This OSM project is in the lead optimisation phase, with small changes being made to the structures synthesised. Yet even now many compounds designed by the human chemists are proving to be inactive, which can be wasteful of project resources. Over the last several years the consortium has run open competitions to see if the broader community can derive more predictive models for which molecules to synthesise. The most recent, funded by AI3SD, elicited high quality, open submissions from academia and several new companies specialising in artificial intelligence and machine learning. To close the loop, and examine the utility of these predictions, several of the novel structures proposed were synthesised and evaluated in a blood stage antimalarial assay. Were the machine-assisted predictions better than those derived from human intuition? An answer will be provided.","Film/Video/Animation","2020","Forms part of our YouTube Channel. Has received 113 external views in addition to being part of our Winter Seminar Series. After the success of our first seminar series, we started running regular online series to engage with our Network members worldwide.","https://eprints.soton.ac.uk/448781/","622b24a443cc02.04514862","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=622b24a443cc02.04514862&grantRef=EP%2FS000356%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S000356/1","7E29FB40-C336-4E85-A801-7B08FF6A915D","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","78DBFAA4-F391-4F99-90F8-F07B9C26971B"
"AHRC","AH/J005185/1","Research Grant","Artistic and Creative Products","University of the West of England","Fac of Arts Creative Ind and Education","Dovey","Jon","","Future Cemetery:","Future Cemetery: Dr John Troyer Bath University &amp; Arnos Vale Cemetery : combining mobile and projection technologies and theatre to think about death and dying in a digital age.The collaboration, formed at a REACT Ideas Lab, addressed these challenges. John Troyer is Deputy Director of University of Bath's Centre for Death and Society. His research in Death Studies is broad and encompasses Death and architecture, aesthetics and cultural studies of death and dying. Calling The Shots is an award-winning production company based in Bristol. Established in 1998, CTS has an ethos of community engagement in creative media and delivers broadcast, web and multiplatform projects for TV, corporate and education clients. 
The Future Cemetery project produced site-specific live theatre performances including a time travelling graveyard historian and a hoax tour that ends in a confrontation with a disrespectful cemetery user. There were also audio installations that spoke memories from trees and daylight projections onto cemetery surfaces that reveal how we wanted to be remembered via 'Six Word Epitaphs' generated from visitor suggestions.
The project tested what was possible and proper for a working cemetery to offer its audience. The team The Future Cemetery Project offers cemetery visitors an immersive experience that challenges them to think about death and dying.
The cemetery's lease has been renewed for another 125 years, and exploring what the cemetery of the future will be like has become a major part of the Trust's activities. Further business development funding has been awarded for Calling the Shots to develop an Augmented Reality app into a robust product to take to market and to explore the application possibilities for use of Near-Field technology in the museum. John Troyer has given TEDex Bristol talks and will be presenting as part of a REACT panel at SXSW Interactive in Austin, Texas, one of the leading forums in the world for showcasing, discussing and exploring the future of digital technology. Bath University &amp; Arnos Vale are in talks to establish a Heritage Cemetery Research Centre on the site.","Artefact (including digital)","2012","Arnos Vale Cemetery Trust improved their understanding of audience composition directly impacting their widening participating events, evidenced in the new audiences attending Future Cemetery events.The cemetery's lease has been renewed for another 125 years, and exploring what the cemetery of the future will be like has become a major part of the Trust's activities. Further business development funding has been awarded for Calling the Shots to develop an Augmented Reality app into a robust product to take to market and to explore the application possibilities for use of Near-Field technology in the museum. John Troyer has given TEDex Bristol talks and will be presenting as part of a REACT panel at SXSW Interactive in Austin, Texas, one of the leading forums in the world for showcasing, discussing and exploring the future of digital technology. Bath University &amp; Arnos Vale are in talks to establish a Heritage Cemetery Research Centre on the site. 

Deeper relationship between Centre for Death and Society and Arnos Vale, has fed into teaching and research - greater understanding of design processes and a focus on users. Visiting PhD student on the project (have submitted an abstract for a special issue of a journal). 

o John Troyer (Sociology, University of Bath, Future Cemetery) originally an ECR in his first lectureship post, has seen significant opportunities for development emerge from REACT. He now has established a deeper relationship between the Centre for Death and Society, the Research Centre he directs, and Arnos Vale Cemetery. This has fed into teaching and research, providing a greater understanding of design processes and a focus on users and audiences. He worked with a visiting international PhD student on the project with whom he has generated new research material. He feels his REACT project has played a part in securing a permanent contract at Bath, and providing him with many international requests for appearances and collaboration.","http://www.react-hub.org.uk/projects/heritage/future-cemetery","54634de51e9c26.93151510","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=54634de51e9c26.93151510&grantRef=AH%2FJ005185%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/J005185/1","FBDD85F5-891A-46C1-A320-CAA1AB26807A","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1","B5FCA41E-78FA-4D93-9ED6-622650AA4AC1"
"EPSRC","EP/L02571X/1","Research Grant","Artistic and Creative Products","University of Southampton","Faculty of Engineering & the Environment","Cherrett","Tom","","Flows by Duncan Shingleton","Flows' explores Manuel Castells theory of the Space of Flows, proposed in The Rise of the Network Society (1996), which relates to network society and technologies role in a new type of space; made up of movement that brings distant elements - things and people - into an interrelationship through synchronous, real-time interaction. He proposes that flows are understood by the purposeful, repetitive, programmable sequences of exchange and interaction between physically disjointed positions held by social actors in the economic, political and symbolic structures of society. Therefore we can define flows as consisting of three elements - the medium through which things flow, the things that flow, and the nodes among which the flows circulate. 'Flows' interprets these three elements through the A354's ANPR cameras, CO2 emission ratings data and vehicles.

'Flows' scans registration plates in real-time across the six camera sites on the A354 between Dorchester and Weymouth. As vehicles pass the cameras a vehicle lookup enquiry is made to ascertain data on their CO2 emission rating, which is then used to drive Arduino controlled air turbines, generating movement in six particle filled acrylic tubes. As the total amount of CO2 emitted ebbs and flows, the air rate is increased and decreased in correlation, changing the velocity of the particles. At the same time the tubes are flooded with light corresponding to the now ubiquitous environmental ratings charts. In this way, the viewer gains insight into the immaterial flow of CO2 between Dorchester and Weymouth at any given moment in time.

Video: http://vimeo.com/98233202","Artwork","2014","The installation was shown at the Turner Sim's Concert Hall between 3 June - 6 July 2014 Turner Sims, University of Southampton 10am - 5pm attracting 1800 visitors.

It was also discussed by the artist at a special event held at the Winchester Science Centre: 1 July 2014 Winchester Science 6-8pm","http://www.internetofcars.org.uk/shingleton/","545b51cadaf958.61145093","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=545b51cadaf958.61145093&grantRef=EP%2FL02571X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L02571X/1","7BD1913D-F90C-4C05-AEE7-78D4214C8C8E","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","2C6E81BC-AAFF-43BE-906C-05E4A1443C96"
"AHRC","AH/R005354/1","Research Grant","Artistic and Creative Products","University of Leeds","Sch of Languages, Cultures and Societies","Cooke","Paul","http://orcid.org/0000-0002-8377-3118","Zamuxolo Matha - Youth Talks","Umasizakhe born and bred social activist and co-founder of Youth-in-Power Zamuxolo Matha thinks that private ownership of natural resources if a form of blasphemy: to turn somegthing that is meant for everybody into a commodity, so that you can restrain others from using it, is exploitation. He also articulates the way this plays out in Graaff-reinet as a form of environmental racism: access to land and water translates into people's ability to take care of their personal hygiene, and other personal and psychological needs. Young people end up living with their parents, to the extent that there are houses wth 3-4 generations under one very small roof. The people of Masizakhe don't have access to the wide open spaces with their clean air, vegetation, and agricultural grandeur most people associate with the Karoo. Zamu wants to be an ever more active part of involving young people in improving their lives in the Karoo. Youth need to get more organised at all levels of civil society, getting into businesses, getting into the correct forum. Become entrepreneurs in order to leave a legacy for the next generation. As he says, the status quo is that 60 year-olds are deciding for 20-year olds: &quot;These people had their own revolution it's done, it's over for them: now we need our own&quot;.","Film/Video/Animation","2019","All interviews contributed to amplifying the voices of poor and landless people telling the stories of the land. For our project team these stories served as the input for their analysis both in workshop and in theatrical form.","https://youtu.be/GXrmJGpalx4","5e3bf6d1aa85f9.65619105","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e3bf6d1aa85f9.65619105&grantRef=AH%2FR005354%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/R005354/1","C1740458-B4F3-4B80-83C0-58F9D1CEA453","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","83D87776-5958-42AE-889D-B8AECF16B468","74639AB5-86BD-4D14-BE0A-8FF28CEFE3D8"
"AHRC","AH/K007629/1","Research Grant","Artistic and Creative Products","Cardiff University","Sch of History, Archaeology & Religion","Wyatt","David","","Pathway to the Past Mural","Pathway to the Past is a CAER spin-off project funded by an All Our Stories HLF grant in collaboration with our community partners Action Caerau &amp; Ely (ACE) - working with staff from the National History Museum, North Ely Youth and Community Centre and 10 local young people (aged between 14-16) experiencing exclusion from school. Over a period of several weeks the young people designed and co-created an Iron Age themed mural to signpost the trail. The mural was designed and developed by the young people during a series of intensive street-art workshops devised by Paul Evans, in close collaboration with St Fagan's Iron Age expert and artist Ian Daniel. To set the context, the young people visited the Iron Age reconstructed hillfort at Castell Henllys in West Wales. Here they engaged in two workshops devised by Paul. The first, a digital photography activity, was based on the micro-montages of street artist Slinkachu, and the other was a variation on eco-graffiti activities that Paul had used to effect during previous stages of the project. In this instance, the young people left their outlines on the side of the fort - a biodegradeable impression of their visit. 

Back at the youth centre, the young people engaged in two days of drawing workshops, generating letters and figures that Paul and Ian developed into finished designs for council approval. The young people were then given a choice of five designs based on their ideas and motifs - with Ian's design getting the vote. The mural design features two Iron Age Round houses, 'Ely beans' and graceful 'celto-graffiti' lettering spelling out the word Caerau (meaning 'hill-forts' in Welsh). The A4 sized mural design was then scaled to full size - over 15 metres in length - and painstakingly applied onto the underpass and in masonry paint. The young people from the youth centre participated in the painting and added their own graffiti 'tags'. The resulting artwork constituted a vivid, direct, contemporary connection to the pre-historic past which has since been incorporated into the HEART of Cardiff Heritahe Trails network.","Artwork","2013","The CAER team, including artist Paul Evans and Ian Daniel (Celtic demonstrator from the National Museum of Wales), worked with 3 Youth Workers to develop and devise a programme of heritage themed trips and create an art installation with a small group of young people facing exclusion. This required a significant number of meetings and close collaboration during the course of this small project. Contact has been maintained with the Youth Centre and other groups of young people from there have subsequently participated in Caerau excavations and continue to be involved in the ongoing reconstruction of an Iron Age Village at St Fagans National History Museum.","http://caerheritageproject.com/caer-blog/","545cc0c7a3d284.74371610","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=545cc0c7a3d284.74371610&grantRef=AH%2FK007629%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/K007629/1","9C8121BD-76EA-41AB-BFB2-18EA1DBD1845","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","9C10D78F-6430-4CA7-9528-B96B0762A4C6","252D4770-A5D9-40F1-8DFE-0A250F9CD404"
