"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/J021628/1","Research Grant","Intellectual Property","Rothamsted Research","Sustainable Soils and Grassland Systems","Goulding","Keith","","A METHOD OF REDUCING NITRATE LEACHING FROM SOIL","This invention relates to uses of waste products obtained when biodiesel is generated for reducing nitrate leaching from soil.","Patent granted","CA2769543","2011","Commercial In Confidence","The research clearly shows that it is possible to reduce the losses of nitrate to waters, and thus reduce water pollution, through a low-cost recycling technology",,"58b597c791edc4.10630123","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58b597c791edc4.10630123&grantRef=BB%2FJ021628%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J021628/1","9963C478-A6D9-443E-9A7D-8069884DA91E","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","3A667F2F-E5B6-4913-A284-A6674EA46973"
"BBSRC","BB/J021628/1","Research Grant","Intellectual Property","Rothamsted Research","Sustainable Soils and Grassland Systems","Goulding","Keith","","A method of reducing nitrate leaching from soil","This invention relates to uses of waste products obtained when biodiesel is generated for reducing nitrate leaching from soil.","Patent granted","AU2010280538","2012","Commercial In Confidence","The research clearly shows that it is possible to reduce the losses of nitrate to waters, and thus reduce water pollution, through a low-cost recycling technology.",,"m-2459269941.28084757663b6d2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=m-2459269941.28084757663b6d2&grantRef=BB%2FJ021628%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J021628/1","9963C478-A6D9-443E-9A7D-8069884DA91E","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","3A667F2F-E5B6-4913-A284-A6674EA46973"
"NERC","NE/J50063X/1","Fellowship","Intellectual Property","University of Reading","Meteorology","Cornforth","Rosalind","","Game for brokering dialogue around complex climate issues","The CAULDRON (Climate Attribution Under Loss and Damage: Risking, Observing, Negotiating) Game Suarez, P, Parker, HR, Cornforth, RJ, Otto, FEL, James, R and Boyd, E. (2014). Open access material published under a Creative Commons License","Copyrighted (e.g. software)",,"2014","Yes","Creative Commons approved
Stakeholders from Africa and Europe have requested copies of the game for game play and then fed back comments for potential improvements
Game has been developed - v3 now available
Oxfam blogs drew attention to it: https://oxfamblogs.org/fp2p/are-serious-games-a-better-way-to-prepare-for-climate-change-than-scenario-planning/
Also at CC Expo: http://www.climate-services.org/wp-content/uploads/2015/05/ToolsExpo_circular_FINAL.pdf
Games used most recently to enhance understanding of attribution of extreme weather events and application to Loss and Damage negotiations for the Senegal National Climate Change Committee",,"r-9140627523.0838243d6b23d0","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=r-9140627523.0838243d6b23d0&grantRef=NE%2FJ50063X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J50063X/1","959A2690-35ED-44CD-9EF5-5FF95270072C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","8052BB87-7123-4292-9517-F284DD425B3E"
"BBSRC","BB/J021628/1","Research Grant","Intellectual Property","Rothamsted Research","Sustainable Soils and Grassland Systems","Goulding","Keith","","A method of reducing nitrate leaching from soil","A method of decreasing nitrate leaching from soil by applying a co-product (or by-product) generated in the production of biodiesel. The biodiesel is ideally produced by the transesterification of triglycerides and the co-product or waste product from the reaction ideally comprises 20 to 70% carbon and is water soluble. The co-product may include 10-90% glycerol. Prior to application to the soil, the pH of the co-product may be decreased to 6.5-10, usually with phosphoric acid. A method of disposing of waste from biodiesel production by applying the co-product to soil and a method of improving soil quality by applying biodiesel co-product to the soil is also included.","Patent granted","GB2475753","2011","Commercial In Confidence","The research clearly shows that it is possible to reduce the losses of nitrate to waters, and thus reduce water pollution, through a low-cost recycling technology.",,"m-4504970074.17024176677b00","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=m-4504970074.17024176677b00&grantRef=BB%2FJ021628%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J021628/1","9963C478-A6D9-443E-9A7D-8069884DA91E","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","3A667F2F-E5B6-4913-A284-A6674EA46973"
"MRC","MR/K026992/1","Research Grant","Intellectual Property","University of Edinburgh","Centre Cogn Ageing and Cogn Epidemiology","Deary","Ian","","APPARATUS AND METHOD FOR TESTING SUSTAINED ATTENTION AND DELIRIUM","A patent has been filed for a new computerised instrument for the detection of attentional deficits in delirium (the Delbox). The University of Edinburgh has filed a patent to cover the key features of the DelApp test and patents have now been granted in the US and in Europe: US 9307940 'Apparatus and Methods for testing sustained attention and Delirium'; EP 2485645 'Testing Apparatus and Method'. Key data informing the patents were provided from the original, smaller MRC Developmental Pathway","Patent granted","EP2485645","2012","No","The 'Delbox' mark 2 has now been developed as a result of an MRC Development Pathway Funding Scheme grant and is currently being tested on patients and volunteers, some of whom are accessed using CCACE resources. It has attracted interest from research groups outwith Edinburgh and once we have completed the validation work over the next few months we will make it commercially available. This process is still ongoing.",,"CA18CEA0141","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=CA18CEA0141&grantRef=MR%2FK026992%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K026992/1","69E3C73C-51C8-48A3-84DE-9CBEDE2139CB","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3F80F013-4083-41DC-A241-BB6959CDACAB"
"MRC","MC_G0900869","Intramural","Intellectual Property","University of Edinburgh",,"Seckl","Jonathan","","APPARATUS AND METHOD FOR TESTING SUSTAINED ATTENTION AND DELERIUM","A testing apparatus for testing a user's sustained attention comprises at least one stimulus-provider and a controller for controlling the stimulus-provider to provide at least one target stimulus, wherein the controller is configured to perform at least one operating procedure and the or each operating procedure comprises controlling the stimulus-provider to provide a sequence of target stimuli to the user.","Patent application published","US2012271194","2012","Commercial In Confidence","Commercial potential underpinned and consolidation with other attention devices under evaluation as a new spin out.",,"W95CqnnqkyK","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=W95CqnnqkyK&grantRef=MC_G0900869","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MC_G0900869","D9046162-4616-4486-BE8B-BEA98DA9C7CE","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","43624727-2D66-49AE-8923-426DD4CDD141"
"MRC","G108/646","Fellowship","Intellectual Property","University of Edinburgh","School of Clinical Sciences","MacLullich","Alasdair","","APPARATUS AND METHOD FOR TESTING SUSTAINED ATTENTION AND DELIRIUM","A new computerised neuropsychological testing device with novel cognitive testing procedures for the assessment of attentional deficits in delirium.","Patent granted","EP2485645","2012","No","A grant (&pound;150,000) from the MRC DPFS scheme to commercialise the device.",,"D9645BEE4D7","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=D9645BEE4D7&grantRef=G108%2F646","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G108/646","981C9D05-3D84-4A3F-B246-8A85DD8CCBA6","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","828B44A0-5E5A-4D41-8BA6-25B7CA0C77A2"
"STFC","ST/N006712/1","Research Grant","Intellectual Property","CAB International","International Development (UK)","Luke","Belinda","","Method for constructing remote sensing and reporting system for crop pests and diseases and remote sensing measuring and reporting system","The invention fully utilizes remote sensing technology, geographic information resources, network sharing technology to realize crop parameter inversion, pest and disease monitoring, pest and disease prediction and other models of network real-time operation","Patent granted","CN201610154069","2016","No","The system provides data and decision-making support in precision agriculture and plant protection.",,"5c8b6ff6b2b302.84544031","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c8b6ff6b2b302.84544031&grantRef=ST%2FN006712%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/N006712/1","D8ED9889-3E75-4B3B-9FDE-E379EA609DA9","D7F4F462-0518-4784-908A-D12633C139B3","E490E5D7-5135-4616-9441-60599EDD8191","B2BAB626-7EC9-4764-94AF-7A43895162A8"
"EPSRC","EP/E039995/1","Research Grant","Intellectual Property","University of Leeds","Energy Resources Research Unit","Jones","Jenny","http://orcid.org/0000-0001-8687-9869","ABATE project","As a result of the interdisciplinary interaction within the SUPERGEN Bioenergy Consortium, the Institute of Biological Environmental and Rural Sciences at Aberystwyth University have received funding from the Welsh Assembly Government A4B programme to perform research into the production and application of biochar. As a result a biochar facility was developed and trials performed in tandem to assess the environmental benefit of biochar as a carbon sink and soil conditioner.","Protection not required",,"2010","Commercial In Confidence","Study of effects biochar addition has on land/plant productivity",,"56d97702a10031.14842142","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56d97702a10031.14842142&grantRef=EP%2FE039995%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E039995/1","C9EA65A6-B7D0-436D-BF88-67315792AFAE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","EA45E499-1319-4E93-A5AF-EA3951A29EBD"
"EPSRC","EP/H051791/1","Research Grant","Intellectual Property","Newcastle University","Civil Engineering and Geosciences","Bell","Margaret","http://orcid.org/0000-0001-8822-8437","Algorithms developed by Newcastle University for the real-time prediction of congestion sensitive emissions algorithms embedded in the NUIDAP, Newcastle University Integrated Database and Assessment Platform. In addition the Statistical Analysis Module which identifies outlier days so that impact assessments of intereventions can be comprehensively evaluated. The Hazard model has also been coded which means that the long","These algorithms were developed over many years mainly based on EPSRC research. They have been incorporated in the NUIDAP the IPR of which has been transferred to the Amey Company by way of successive EPSRC funded Impact Acceleration Awards over recent years. As a result of the recent secondment it is anticipated that real-world applications will arise in the next year.","Protection not required",,"","Yes","These algorithms have been applied in Medway, Stockport and Newcastle and a much richer understanding of the causes of pollution have been gained. This has allowed improved action planning to deliver solutions which address and better manage air quality. The biggest barrier is the current political environment and a reluctance of the general public to take steps to change their behaviours.",,"r_10051986593d659df2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=r_10051986593d659df2&grantRef=EP%2FH051791%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/H051791/1","50B33CFB-EB2C-40AC-955B-4C9AB8B64EFB","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","519CF60E-996E-4A92-BB64-273C274CEB54"
"EPSRC","EP/L017725/1","Research Grant","Intellectual Property","University of Birmingham","Vice Chancellors Office","Press","Malcolm Colin","","Nuclear power peak shaving system based on cryogenic energy storage","The invention discloses a nuclear power peak shaving system based on cryogenic energy storage. The nuclear power peak shaving system comprises a nuclear electric power generation subsystem, an air liquefaction subsystem, a liquid air energy release subsystem and a cold storage unit. In the first period when the required user load is lower than the rated load of a nuclear power system, spare electric energy generated by the nuclear electric power generation subsystem is converted into cryogenic energy through the air liquidation process to be stored in liquid air; in the second period when the required user load is higher than the rated load of the nuclear power system, energy of liquefied air stored in the air liquidation subsystem is converted into electric power; the cold storage unit enables cold energy released during re-gasification of the liquid air in the liquid air energy release subsystem to be stored in the mode of sensible heat in the second period when the required user load is higher than the rated load of the nuclear power system, and the stored cold energy is used for air liquefaction of the air liquefaction subsystem in the first period when the required user load is lower than the rated load of the nuclear power system. The nuclear power peak shaving system based on cryogenic energy storage can greatly improve the power generation efficiency and the net work quantity of nuclear reactor heat energy in the power consumption peak period of the nuclear power system and achieve the purpose of peak load shifting, and has high energy storage efficiency.","Patent application published","CN104279012","2015","Yes","Further development and installation of pre-commercial scale cryogenic plant in UK",,"m_9512778093766a203a","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=m_9512778093766a203a&grantRef=EP%2FL017725%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L017725/1","C61C4806-7AB7-4348-847B-EA18BDB8DF7A","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","7C0DE4A4-C197-4CDF-BF82-38E8C0DD541B"
"BBSRC","BB/M027295/1","Research Grant","Intellectual Property","Cranfield University","School of Water, Energy and Environment","Terry","Leon","","Potato Storage","A method of storing potatoes comprises storing a plurality of endodormant or ecodormant potatoes in a first gaseous environment including carbon dioxide in an amount of from greater than the amount of carbon dioxide present in atmospheric air to up to 5 mol % based on the composition of the first gaseous environment; and in a subsequent storage step storing the potatoes in a second gaseous environment including carbon dioxide in an amount of from 0.03 to 2 mol % based on the composition of the second gaseous environment, the first and second gaseous environments having different carbon dioxide contents. The method may comprise: monitoring the dormancy of the potatoes; in response to eye movement of a potato, changing the first gaseous environment to a second gaseous environment; maintaining a level of carbon dioxide in the second gaseous environment below a selected threshold to control sugar content of the potatoes.","Patent application published","US2015079256","2015","Commercial In Confidence","This work formed some of the base technology for the UKRI/BBSRC Implementing novel, cost effective alternatives to CIPC for sustainable potato storage BB/M027295/1.",,"5e624527387d21.88073926","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e624527387d21.88073926&grantRef=BB%2FM027295%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M027295/1","7C17F1A3-B832-4005-B378-1306C965BC87","2512EF1C-401B-4222-9869-A770D4C5FAC7","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","7DC046C3-5F4C-49E1-BF0B-DE472457CDFA"
"BBSRC","BB/N023838/1","Research Grant","Intellectual Property","University of Exeter","Biosciences","Littlechild","Jennifer","http://orcid.org/0000-0002-7649-3986","IMPROVED WASH COMPOSITIONS","Laundry compositions comprising lipases from Psychromonas ingrahamii. Uses of such compositions in methods of laundry, especially at low temperatures.","Patent granted","WO2017036901","2017","No","None to date but used by Unilever for new washing detergents Long term impact on enabling washing at lower temperatures thereby saving energy. Also more sustainable by using enzymes rather than chemical components in wash powders.",,"5aa9499e8aa420.89318093","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5aa9499e8aa420.89318093&grantRef=BB%2FN023838%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N023838/1","0D030AC2-A1E8-4C87-A618-92961BC61750","2512EF1C-401B-4222-9869-A770D4C5FAC7","961756BF-E31F-4A13-836F-0A09BA02385C","197C7611-B3DA-4F60-819E-12C4A44D7D0A"
"NERC","NE/H002316/1","Research Grant","Intellectual Property","University of Hertfordshire","Science and Technology RI","Kaye","Paul","http://orcid.org/0000-0001-6950-4870","Software for the analysis of air quality data from extremely dusty environments.","The low-cost air quality sensor technology developed by the University of Hertfordshire and now licenced to Alphasense Ltd (reported elsewhere) has been used by Trolex Ltd in their safety-critical air quality monitors for extreme environments such as mines and tunnel constructions. These units have been deployed, for example, in the Crossrail Tunnel project in London, the largest civil engineering project in Europe. They monitor dust levels so high that conventional commercial dust monitors quickly become clogged and inoperable. Analysing the results from the monitors required special software to be written by Hertfordshire for Trolex Ltd, and this became the subject of a licensing agreement between the two organisations signed in 2016.","Copyrighted (e.g. software)",,"2016","Yes","None yet.",,"58c68daeab4555.49801570","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58c68daeab4555.49801570&grantRef=NE%2FH002316%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H002316/1","49BEE4A4-30FF-4C8E-B40F-618E66A3120A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E589D68-A73C-42BB-892C-BC508C7B60CA","D0E4B56B-FA93-4C2C-A6EE-AC736C1C8826"
