"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Material","Software Developed?","Software Open Source?","Provided to Others?","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/S004467/1","Research Grant","Research Tools and Methods","University of the West of Scotland","School of Computing, Eng & Physical Sci","Quinn","Brian","http://orcid.org/0000-0002-4182-1118","Adaption of Olympus Scan R software for haematological assessment of salmon blood.","We are collaborating with Olympus Life Sciences Research for the adaptation and validation of their Scan R AI Software for the identification and differentiation of differnet haematological cell types in salmon blood smears. Differentation of cell types in fish blood is notoriously difficult and we are currently working with Olympus to teach the software how to differentiate between the different cell types. Once a significant backgrond level for each cell type has been established the software shall automatically be able to scan the smears, replacing the need for time consuming manual analysis.","Physiological assessment or outcome measure","","","No","2020","Haematology is rarely used in fish health assessment owing to the reliance on slow, time consuming manual techniques that are often relatively subjective. The development of an automated method to read blood smears enabling cell differentiation shall facilitate the use of haematological analysis in fish health assessment for the Scottish and international aquaculture sector. Through the Scottish Enterprise HGSP supported spinout company, we shall offer this service on a commercial basis to the Scottish aquaculture sector, providing consistent, objective results with rapid (48h) analysis. Development of this tool shall greatly enhance animal welfare allowing the early identification of anaemia and other blood based health challenges.",,"5e67fd6943c0e5.58964514","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e67fd6943c0e5.58964514&grantRef=BB%2FS004467%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S004467/1","DFCD979E-0757-41BD-9B62-43EB46E8C121","2512EF1C-401B-4222-9869-A770D4C5FAC7","6786BBB0-D64D-4D47-B725-7AD417D4ED4F","784DA5DF-FE1D-4BFB-818C-E30569A2227B"
"BBSRC","BB/M026183/1","Research Grant","Research Tools and Methods","University of Stirling","Institute of Aquaculture","Weidmann","Manfred","http://orcid.org/0000-0002-7063-7491","EQA panel for salmon viruses","An external quality assessment panel for viruses affecting salmon was developed in collaboration with partner QMCD. Final validation is pending. It may be considered for commercial rise by QMCD","Biological samples","","","No","2017","External quality assessments for molecular diagnostics in virology have made all the difference ein human virology. In Aquaculture molecular diagnostics there are no commercially available EQA panels. If successful this tool should help to improve the quality of molecular diagnostic services.",,"5aa27ce5175ed1.39821143","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5aa27ce5175ed1.39821143&grantRef=BB%2FM026183%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M026183/1","CB94CEC6-9264-4B3A-BC24-05A61CEC1272","2512EF1C-401B-4222-9869-A770D4C5FAC7","C7510606-A36F-4725-A89B-9D592374972A","6EAAE813-13FD-4F70-B9D1-9A55112DB50E"
"EPSRC","EP/N007565/1","Research Grant","Research Tools and Methods","University of Glasgow","School of Computing Science","Calder","Muffy","","Environmentally influenced radio models for wireless protocol performance analysis.","This is modular extension to the Cooja Simulator that enables a user to provide an environmental model/data set to parameterise a simulation. The environmental data can be accessed from the sensors of each sensor node, and affects the Radio propagation and clock drift in accordance with recent models. The performance of the overall sensor network and the protocols that it is using can then be assessed under adverse environmental conditions.","Improvements to research infrastructure","","","No","2020","None yet.",,"60351c2c310543.06961214","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=60351c2c310543.06961214&grantRef=EP%2FN007565%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N007565/1","104CB8DE-0728-471C-9355-24B04B278B0A","798CB33D-C79E-4578-83F2-72606407192C","AE58F21F-3622-4382-97BB-1359BD183E9F","E0CC83F7-8DAC-4932-8831-4B0DF399BFF0"
"MRC","G1002296","Fellowship","Research Tools and Methods","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","R package dlnm","The package contains functions and data examples for running distributed lag non-linear models. It is provided within the free software R and downloadable from internet through the R program.","Improvements to research infrastructure","","","Yes","2009","The software implementation in a free program has boosted the use of DLNMs among researchers in different countries, primarily (but not only) for studies on temperature and air pollution.
Also, the package, developed in parallel with the statistical framework, offer a vehicle to promote the methodology and its use among non-statisticians.","http://cran.r-project.org/web/packages/dlnm/index.html","HyvwyQmiLpM","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=HyvwyQmiLpM&grantRef=G1002296","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G1002296","19481D24-1944-43B3-92A5-BB924C55F6E2","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/P021352/1","Research Grant","Research Tools and Methods","NERC British Antarctic Survey","Science Programmes","Manno","Clara","","Plastic free Floating Sediment Trap","We designed and customized a Floating Sediment Trap to improve the collection of flux material during PICCOLO cruise. The Floating Sediment trap is a new development of the existing one. The new tool include an open/close mechanism to avoid particle contamination during the recovering process which might lead to an overestimation of the total amount of material collected. The Plastic-free set up reduce drastically the potential for plastic pollution during the deployment and recovering activity.","Improvements to research infrastructure","","","No","2022","The new tool include an open/close mechanism to avoid particle contamination during the recovering process which might lead to an overestimation of the total amount of material collected. The Plastic-free set up reduce drastically the potential for plastic pollution during the deployment and recovering activity.",,"6230744d07c0b0.80191228","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6230744d07c0b0.80191228&grantRef=NE%2FP021352%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P021352/1","19F02662-E3BE-43D3-A330-C2D2553D1EC4","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","21CFC584-0BCD-450C-B2C1-EFF574194DBF","3BBB2A9E-BA49-47CB-AD26-86278DD59AC0"
"NERC","NE/I008845/1","Research Grant","Research Tools and Methods","University of Bristol","Geographical Sciences","wadham","jemma","","New sensors for exploring icy ecosystems","We have developed, tested and validated (in the field and laboratory) a new suite of chemical sensors for use in cryospheric environments. This work was a collaboration between the University of Bristol and the National Oceanography Centre, Southampton (where the sensors were developed). This involved taking marine sensor technology and adapting it to withstand conditions in icy ecosystems, e.g. low temperature, freeze-thaw etc.","Technology assay or reagent","","","No","","This is a new research outcome, but would make a new suite of sensors available to those working in icy regions.",,"56e03489cd4be4.94777270","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56e03489cd4be4.94777270&grantRef=NE%2FI008845%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I008845/1","C3FB2E3F-D6EA-445F-8A3A-D0A7D8622932","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","A0DCF3DF-C712-428D-AB51-1C7A41DC2C32"
"NERC","NE/W002213/1","Research Grant","Research Tools and Methods","University of Manchester","Earth Atmospheric and Env Sciences","McFiggans","Gordon","","Development of dilution system for pollutant generation by controlled sources","Procurement, installation and commissioning of Dekati eDiluter and incorporation into a bespoke dilution system downstream of controlled pollutant sources for source characterisation for the purpose of human and animal exposures.","Improvements to research infrastructure","","","Yes","2022","This has just started to be of use in the development of the Air Pollution Hazard Identification Platform that will be delivered through the current project. It is subject to further development, but will be available to users as soon as demonstrated in our project.",,"62309909e2ee52.49210699","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=62309909e2ee52.49210699&grantRef=NE%2FW002213%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/W002213/1","E87A03DF-EE28-4674-A5B5-97CBCC723EDA","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","68D0E3C9-9246-4CFC-B5E9-48584CF82993","A757DCA4-11A9-4E31-A909-4178F9A4326C"
"EPSRC","EP/S030654/1","Research Grant","Research Tools and Methods","University of Manchester","Chem Eng and Analytical Science","Spallina","Vincenzo","http://orcid.org/0000-0002-7562-9300","High pressure laboratories for gas-solid reactions","We have an advanced chemical engineering laboratory that has been upgraded in the past year in which we can operate fluidised and packed beds for gas-solid and catalytic reactions that could operate up to 10 bar and 900 &deg;C using different reactive gases such as methane, air, carbon monoxide and carbon dioxide, water/steam, hydrogen, helium, nitrogen.","Improvements to research infrastructure","","","Yes","2022","Scientific and technical impacts. The laboratory has attracted interest of companies which can now test their materials at relevant conditions.",,"6228908227afd9.96393857","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6228908227afd9.96393857&grantRef=EP%2FS030654%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S030654/1","ADAB8A6A-C022-4FB9-AFDC-20361BAF73CF","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","7E225EE9-F40A-4E6A-B616-99F5F6ADF6A3"
"NERC","NE/P000452/1","Research Grant","Research Tools and Methods","Imperial College London","Civil & Environmental Engineering","Buytaert","Wouter","http://orcid.org/0000-0001-6994-4454","Documentation for the Riverlabs suite of sensors","The github repository gives an overview on operating the Riverlabs environmental loggers, how to program them, install them, and storing and retrieving data","Improvements to research infrastructure","","","Yes","2021","The manual is publicly accessible and allows for replication of the use of the sensors in this project and beyond.","https://ichydro.github.io/Riverlabs/index.html","6230aa17b80885.89546770","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=6230aa17b80885.89546770&grantRef=NE%2FP000452%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P000452/1","B976ACBE-AD63-4EDD-A955-ACDBEA4982E5","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","E2E1CC6A-8C65-4E40-9BD3-F2AE800FCF52"
"BBSRC","BB/J015083/1","Research Grant","Research Tools and Methods","Moredun Research Institute","Vaccines and Diagnostics","Longbottom","David","http://orcid.org/0000-0003-0086-8443","Amoebal cell culture assay","The development and optimization of this cell culture system was pivotal by enabling the culture, isolation and enumeration of various environmental chlamydial species throughout the project.","Technology assay or reagent","","","No","","Without the development and optimization of this assay, we would not have been able to quantify our bacteria, specifically Parachlamydia acanthamoeba, which in turn means we could not have carried out the in vivo pathogenesis study; one of the largest components of the research grant. Additionally, this assay enabled the isolation and recovery of organisms from both clinical and environmental specimens which was also a very importation aspect of the project.",,"56ded3a6873451.15125861","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56ded3a6873451.15125861&grantRef=BB%2FJ015083%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J015083/1","2945E802-E2F7-44AA-8ABE-A15136E01293","2512EF1C-401B-4222-9869-A770D4C5FAC7","A54B1700-DBA3-40ED-B4DF-34E3B24C0BAE","76FF9A66-00E9-436E-86E8-CBE1D289D48A"
