"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/T02030X/1","Research Grant","Spin Outs","University of Cambridge","Chemical Engineering and Biotechnology","Stranks","Samuel","http://orcid.org/0000-0002-8303-7292","SUSTAIN/EDUCATION LTD","Sustain Education is a UK registered charity (Registered Charity Number 1197693). We are developing climate change teaching resources for primary school children to understand the impacts of climate change and the possible solutions.","2021","Currently running the modules in 14 schools across the UK, and planning to expand across the country in the coming year.","https://sustaineducation.org/","62312162376f71.26156094","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=62312162376f71.26156094&grantRef=EP%2FT02030X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T02030X/1","83373711-3F07-4800-8054-E303421E8844","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","33A6087B-8F8C-431C-8E81-FFAD428B023E"
"ESRC","ES/P010849/1","Research Grant","Spin Outs","University of Kent","Sch of Politics & International Relation","Korosteleva","Elena","http://orcid.org/0000-0002-2807-738X","CANTABRIGIA ADVISORS LTD","Research and Innovation consultancy dedicated to global challenges research pertaining to climate change, energy and food security since 2018","2011","Designed and Built the Centre for High Technology in Tashkent Uzbekistan Consulted with Uzbek and Tajik national academy of sciences helped to frame global challenges remit with ministries across the central asia region",,"5bfc11bad598e2.89877824","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5bfc11bad598e2.89877824&grantRef=ES%2FP010849%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P010849/1","A6D3CB24-88EE-4729-8325-ED43642E3DEC","924BE15C-91F2-4AAD-941A-3F338324B6AE","C6D0044A-2CD2-4167-B90B-922AF53E361F","9CB5E1E7-03E8-4BC2-90BD-91A44A765C7C"
"AHRC","AH/K006215/1","Research Grant","Spin Outs","University of Sheffield","Geography","Valentine","Gill","","We Are Walukuba","We are Walukuba' is an intergenerational community group of some 60 women and men of all ages from the Walukuba district of Jinja, Uganda. They began working together in February 2015, initially through the INTERSECTION research project's intergenerational theatre workshops which ran until August. We are Walukuba was registered as a Community Based Organisation (CBO) at the Jinja District Local Government Department of Community Based Services on 30th October 2015. They aim to use creative arts to promote sustainable development and environmental conservation in their local community and beyond. Their group meets to share ideas, identify key social and environmental concerns, and use creative expression to generate ground-up and sustainable interventions through local action designed to achieve the global Sustainable Development Goals. Drawing on research, inclusive discussion, and multi-stakeholder partnerships, they use a variety of art-forms including image theatre, poetry, music and dance, scripted and devised drama, to communicate and discuss key issues they identify at the local and national level to a variety of stakeholders. WAW operates on a principle of inclusivity with a revolving management structure to ensure those of both genders and all ages have the opportunity to work as equal partners.","2015","The group has been invited to perform scenes on sustainable development issues and engage with Jinja Municipal District Council on a number of occasions, and also regularly takes their theatre work out into the community to educate and spark critical discussion with their peers on issues of sustainability and fighting inequality.","http://wearewalukuba.com/index.php/who-we-are/","56b8adfe0b7199.63958152","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=56b8adfe0b7199.63958152&grantRef=AH%2FK006215%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/K006215/1","9AD65BED-E391-4BC9-84D5-3A505C63A271","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","9CF2256C-A372-460C-8165-0C693C3A1D58"
"EPSRC","EP/M027031/1","Research Grant","Spin Outs","University College London","Bartlett Sch of Env, Energy & Resources","Schafer","Andreas","","AIR TRANSPORTATION ANALYTICS LIMITED","The company's mission is to support the aviation industry in making more sustainable investments/choices with respect to their route networks, technology R&amp;D / adoption and technology deployment in general and to aid in the transition towards a net zero-carbon industry in particular.","2018","Although the models developed via the EPSRC grant have not yet been used in the company, we generated influential reports for the Department for Transport and the Committee on Climate Change.",,"5e5d37dfec7c28.56725136","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e5d37dfec7c28.56725136&grantRef=EP%2FM027031%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M027031/1","DAF7267B-AA08-4136-B3FC-07B11E8C597E","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","3CC820D9-3E48-4DE7-B624-9DEB70C774EC"
"AHRC","AH/S004653/1","Fellowship","Spin Outs","Glasgow School of Art","The Innovation School","Johnson","Michael","http://orcid.org/0000-0001-8326-2484","POP SHOP ENTERPRISES CIC","POP shop enterprises provides affordable desk, workshop and event space for design and value led enterprises and aims to provide workspace for people working in sustainable design, heritage and placemaking and develop projects that benefit the local community. Dunoon Goes POP will be developed under this new company. The shop, gallery and workshop and the projects in development stem from the research the director did back in 2018 at GSA and developed through the Value of Creative Growth partnership with CHARTS.","2022","Dunoon Area Alliance A new community development trust for Dunoon Dunoon Goes Pop Heritage inspired soft drinks exploring ethical production and consumption Dunoon Green Map Local asset mapping for sustainable community growth We are building a beach hut Heritage, co-design and climate change","https://www.popshop.scot","623211f323d1b3.59134032","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=623211f323d1b3.59134032&grantRef=AH%2FS004653%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S004653/1","AE935067-C4F5-4A0B-87C3-F46A46AE3209","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","A334C885-B5AA-4A42-8CDD-EB6A11B853A2","C8117810-A048-4306-BDB4-F913C756B12B"
"EPSRC","EP/P510737/1","Research Grant","Spin Outs","University of Oxford","Engineering Science","Howey","David","http://orcid.org/0000-0002-0620-3955","Brill Power Ltd.","Brill Power is a spin-out from the University of Oxford, developing intelligent battery management and control technology to increase the lifetime, safety and sustainability of lithium-ion battery packs for stationary energy storage and electric vehicles.","2016","(1) Together with Delta Motorsport, Aston Martin Lagonda and Imperial College London, as part of an InnovateUK project, Brill Power is designing, building and testing a hybrid battery system for high-performance vehicles. The Brill Power BMS enables the combination of high energy-density and high power-density devices in a single energy storage system, without a separate DC/DC converter. Another innovation developed as part of this project will be a software toolkit for optimal hybrid energy storage system design and simulation. (2) Brill Power's Pozibot project aims to develop a novel, dynamic warranty insurance product for batteries which, with the help of AI, goes beyond traditional risk calculation and forecasting and enables the insurance provider to conduct prescriptive analytics based on real-time battery health and usage data. Brill Power's contribution to the project includes a BMS solution for both stationary energy storage and electric vehicles, which communicates the low-level battery data necessary for such a dynamic warranty insurance approach. (3) In 2021, Brill Power launched their new BrillMS B62 battery management system which can increased battery pack lifetime up to 60% and improve reliability and storage capacity by up to 129%. The technology has been independently accredited by DNV GL.","http://www.brillpower.com","589ccff1e06de2.31646584","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=589ccff1e06de2.31646584&grantRef=EP%2FP510737%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P510737/1","BC1F0548-2988-4EA0-B315-967907CD7685","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","414ACE91-8D4E-4F45-B4BE-7A45B1BA25F1"
"EPSRC","EP/S024883/1","Research Grant","Spin Outs","University College London","Mechanical Engineering","Miodownik","Mark","","PLASTIC WASTE BOARDS LIMITED","UCL's Plastic Waste Innovation Hub was invited by Plastic Waste Boards Ltd to carry out a proof of concept on the design and manufacture of recycled plastic planks. Plastic Waste Boards Ltd wanted to understand the potential to manufacture a scaffolding plank made from recycled material, and, if so, what the most economic manufacturing process to do so would be.","2019","This industrial collaboration resulted in the proof of concept on the design and manufacture of recycled-PET scaffolding boards and circular-economy business model. Patents and funding are also being explored.",,"5e31ad8ddad190.80168275","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e31ad8ddad190.80168275&grantRef=EP%2FS024883%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S024883/1","6A9C2BE3-ED53-4646-B398-3A3B680C2230","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","CB6F8EB4-B088-4D31-BEF8-C43E13188DF7"
"NERC","NE/M011372/1","Research Grant","Spin Outs","University of Exeter","Camborne School of Mines","Glass","Hylke","","MINVIRO LTD","Minviro is a boutique consultancy which has grown from two partners to nine members of staff in three years' time. The company advises project developers and mine operators on how to perform life cycle assessment, and integrate this in geometallurgy to improve sustainability of metals and minerals extraction.","2018","The company has shown that 1) the carbon footprint of battery packs merits careful attention. 2) the LCA approach is gaining traction with the industry after a major mine planning software company, Maptek, agreed to incorporate Minviro's tool in their software.",,"6231ee99454706.32467469","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=6231ee99454706.32467469&grantRef=NE%2FM011372%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M011372/1","8E6FA789-CFB7-4B65-A83E-488EAFF5CE1E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","8E61A483-34C7-4D0C-899B-16D7FB68A282"
"BBSRC","BBS/E/C/000I0310","Intramural","Spin Outs","Rothamsted Research","Unlisted","Haefele","Stephan","http://orcid.org/0000-0003-0389-8373","Innovative Solutions for Decision Agriculture (iSDA)","Innovative Solutions for Decision Agriculture (iSDA) has been set up in the UK, and discussions are ongoing about its strategy. It is the successor to the AfSIS project, focussing on providing services and products developed in AfSIS and its own advances, including developments in BB/P023126/1 and BBS/E/C/000I0310. iSDA's founding partners are RRes, ICRAF and IITA. It is likely to be funded by BMGF for 5 years. Its main base will be in Nairobi. 

iSDA was established to build on the AfSIS work and to develop a sustainable, long term operating model that mixes open innovation with a variety of income sources.","2018","The project has combined historic data with remote sensing information and new field sampling techniques to create the first ever digital soil map of Africa. Built upon the principles of open innovation and co-development, the technologies and methodologies developed by AfSIS are freely available and remain highly relevant in other areas of the world.","https://www.isda-global.org/","5c6c230d830d26.58534501","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c6c230d830d26.58534501&grantRef=BBS%2FE%2FC%2F000I0310","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/C/000I0310","BE33E54A-77A5-4810-AB7C-C02FB20F31F0","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","D85D728C-85FE-4060-A49A-06FFEC588534"
"BBSRC","BB/P023126/1","Research Grant","Spin Outs","Rothamsted Research","Sustainable Agriculture Sciences-H","McGrath","Stephen Paul","","Innovative Solutions for Decision Agriculture (iSDA)","Innovative Solutions for Decision Agriculture (iSDA) has been set up in the UK, and discussions are ongoing about its strategy. It is the successor to the AfSIS project, focussing on providing services and products developed in AfSIS and its own advances, including developments in BB/P023126/1 and BBS/E/C/000I0310. iSDA's founding partners are RRes, ICRAF and IITA. It is likely to be funded by BMGF for 5 years. Its main base will be in Nairobi. 

iSDA was established to build on the AfSIS work and to develop a sustainable, long term operating model that mixes open innovation with a variety of income sources.","2018","The project has combined historic data with remote sensing information and new field sampling techniques to create the first ever digital soil map of Africa. Built upon the principles of open innovation and co-development, the technologies and methodologies developed by AfSIS are freely available and remain highly relevant in other areas of the world.","https://www.isda-global.org/","5c6c230d830d26.58534501","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c6c230d830d26.58534501&grantRef=BB%2FP023126%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P023126/1","79ACC93B-BC9C-4FE3-829E-469D0C34F469","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","A71537F2-04A4-4C98-BB3D-0B64DD025C19"
"EPSRC","EP/T004053/1","Research Grant","Spin Outs","Indian Institute of Technology Madras","Civil Engineering","SM","Shiva Nagendra","http://orcid.org/0000-0003-2575-4063","SENSURAIR PRIVATE LIMITED","SENSurAir Private Limited start up company established to develop low-cost air quality monitoring and personal exposure monitoring solutions. Main aim is to democratize air quality data and make it accessible to the public, enabling them to make better decisions and create a better environment.","2021","* This low cost sensors will help to people manage air pollution by providing economical solution for monitoring air quality in Urban, Rural and Industrial areas, and disseminating data to the community. * To enhance the understanding of the science behind air quality we have established Air quality Management Association. It will provide the oppurtinity and platform to young rserachers and experts to achieve the goal related to air quality and human welfare.",,"62337ee63b5fc5.33288555","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=62337ee63b5fc5.33288555&grantRef=EP%2FT004053%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T004053/1","856F7309-0B12-4042-A704-5997150E052A","798CB33D-C79E-4578-83F2-72606407192C","B8614D7C-5B2D-4368-9855-A3DE7D2B6800","5972C9E9-2A85-44C6-BBCB-ECF7CEE4AD8A"
"NERC","NE/T01394X/1","Research Grant","Spin Outs","University of Sheffield","Urban Studies and Planning","Sharp","Liz","","SUSDRAINABLE LTD","https://www.susdrainable.coop/

Established in 2022 as part of TimeBank's involvement in the MAGIC Project, Susdrainable is a democratically run worker coop that puts the needs of both people and planet at the heart of its work.

Our aim is to reduce surface water flood risk in Hull and the East Riding of Yorkshire through the design and installation of small-scale retrofit Sustainable Drainage Systems (SuDS), such as: rain gardens, rainwater harvesting systems, and rain / stormwater planters.

As well as reducing surface water flood risk, our installations aim to achieve other benefits, for example: reduced water pollution, increased biodiversity, and enhanced urban green spaces.","2022","It has only been established for a few months - so watch this space!","https://www.susdrainable.coop/about-us","622f7dd8e814a2.09028571","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=622f7dd8e814a2.09028571&grantRef=NE%2FT01394X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T01394X/1","0FB10A04-DB6D-4E93-BA80-E0E9D52E3290","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","ACF253CA-4A40-4C5E-B465-4CF288E871B7"
"EPSRC","EP/P027393/1","Research Grant","Spin Outs","University of Bristol","Aerospace Engineering","Hamerton","Ian","http://orcid.org/0000-0003-3113-0345","LINEAT COMPOSITES LIMITED","Lineat Composites is a small spin out (comprising 6 full time staff: CEO, CTO, Chief Engineer, Chair, Mechanical Technician, and Mechanical Engineer and a Scientific Advisory Board made up of Chief Scientist and Innovation Advisor, Chief Scientifc Advisor, and Scientific Advisor). Lineat is introducing a new aligned fibre material format with superior formability to simplify composite manufacturing. The HiPerDiF fibre alignment technology (a patented technology originally produced within the HiPerDuCT programme grant EPEP/I02946X/1) produces highly aligned discontinuous fibre tapes that exhibit mechanical performance comparable to continuous fibre composites and have a greatly improved formability to simplify existing manual and automated processes. This forms the basis of high-performance sustainable composites by allowing the use and re-use of reclaimed chopped fibres in technical composite parts, helping to reduce the carbon footprint of composite materials. The tapes can be used as a direct substitute for continuous fibre UD tapes in existing supply chains for various markets including sports, marine, automotive, and aerospace.","2020","On 7th February 2022, Lineat was pleased to announce their partnership with the National Composite Centre, through their SME Affiliates membership scheme. Lineat will be based at the Emerson Green facility for the foreseeable future, enabling them to further develop their unique processes.","https://lineat.co.uk/","620be7e21be459.41000748","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=620be7e21be459.41000748&grantRef=EP%2FP027393%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P027393/1","EB63134E-D1D4-498D-8F4D-21695077178F","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","5972F2C1-6886-47B0-B4A4-95924D639920"
"STFC","ST/V002252/1","Research Grant","Spin Outs","University of Hertfordshire","School of Physics, Astronomy and Maths","Geach","James","","ASPIA SPACE LIMITED","Founded in 2021 and based in Cornwall, UK, Aspia Space is a company pushing the limits of Earth Observation data. With over two decades of expertise in image and spectral analysis rooted in astrophysics, and bringing to bear cutting-edge deep learning techniques, Aspia Space is innovating in downstream Earth Observation analysis. We are passionate about deriving meaning from remote sensing data, unlocking value and gaining insights that others cannot. This allows our customers to make better decisions based on reliable intelligence, leading to improvements in efficiency, productivity and sustainability.","2021","Aspia Space is already working with Origin Digital. Origin Digital provides advanced agricultural software that enables organisations to engage with their farmer and grower customers about the output from their land, informing better on-farm and business decision making. Origin Digital is part of Origin Enterprises Group, which has leading market positions in Ireland, the United Kingdom, Poland, Romania, Ukraine, and southern Africa. Origin Enterprises PLC is listed on the XESM market of Euronext Dublin. Aspia Space has partnered with UK ag-tech company Origin Digital to bring its 'ClearSky' cloud-free imaging service to the UK agriculture sector. Farmers using the revolutionary service, launching imminently, are guaranteed to receive a satellite image every six days showing them how their crop is developing, whatever the weather. This is in contrast to traditional, weather-dependent imagery which can often have gaps of several weeks between cloud-free views.","https://aspiaspace.com","6230921b6aff92.96491185","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=6230921b6aff92.96491185&grantRef=ST%2FV002252%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/V002252/1","4A272666-EB2B-41A0-AFFE-CE2F154024B3","D7F4F462-0518-4784-908A-D12633C139B3","5E589D68-A73C-42BB-892C-BC508C7B60CA","BF60076A-EF9D-490A-8315-E325CA43C39E"
"EPSRC","EP/J000345/2","Research Grant","Spin Outs","University of Exeter","Engineering Computer Science and Maths","Mallick","Tapas","","Build Solar Limited","Company Profile:

Build Solar are a recent spin-out from the University of Exeter (June 2017), following five years of solar concentrator research led by Dr. Hasan Baig and Prof. Tapas Mallick. The company seeks to develop and commercialize innovative construction materials by embedding advanced photovoltaic technology into them. These construction materials also classed as Building Integrated Photovoltaics (BIPV) replace an element of the building skin/ facade and easily integrate within the built environment. 

Build Solar's first patent pending product &quot;Solar Squared&quot; transforms the widely used Glass Blocks into a multifunctional product that provides electricity, daylighting and improved thermal insulation. Typical Glass Blocks are used on the exterior walls of a building to provide daylighting and privacy to the indoor environment. However, the void inside these glass blocks leads to thermal losses and hence higher U-Values. Solar Squared incorporates a plurality of glass projections inside this hollow space serving to disrupt convection currents forming in the void and cutting down thermal losses leading to lower U-values. Further, the shape of these projections allows for concentration of incoming solar radiation. Connecting small sized solar cells along these projections simultaneously generates more electricity per unit solar cell area and provides privacy to the indoor environments. The front face of these projections can also be varied to incorporate better aesthetics within the product. 

Aimed at the commercial and public construction sectors our current product Solar Squared provides all the standard benefits of using glass blocks for building exteriors such as daylighting, protection, and structure but also generates electricity in the form of solar energy and offers enhanced thermal insulation. Predicted that the BIPV Market will grow from about $3 billion in 2015 to over $9 billion in 2019, and surge to $26 billion by 2022. We want to be a part of this exciting market opportunity and aim to capture at least 5 % of this market in the coming five years through our innovative solutions.

Having solar energy collection integrated into the building envelope as part of the design replaces conventional building envelope materials with a smart and multifunctional technology that not only serves it original purpose but also has a financial payback through electricity generation and energy savings. The incorporation of the PV technology within the building structure prevents PV system theft which is increasingly problematic in both developed and developing countries. Onsite energy generation (OSG) will reduce energy losses associated with transmitting power from a far and reduce dependency on grid infrastructure. Coupled with the increasing availability of building scale battery storage technology, our technology has the potential to be an important part of the emerging distributed OSG clean energy system.

As an organization we have applied a lean manufacturing strategy for the development of our product. We have tied up with existing glass block manufacturer to produce our innovative glass block henceforth avoiding any further emissions and environmental impacts by deploying a completely new production setup. We have also tied up with existing solar cell manufacturers to produce our unique solar cell technology. This way we have avoided almost 70% of carbon emissions that would happen if we were to completely manufacture our entire product. While the product has been in technological development for last one year, the commercial business is relatively young and still essentially a start-up so has no financials.

Build Solar aims to develop several construction materials that integrate solar technology, partly mitigating the negative environmental effects of rising building energy consumption. Further, the company aims to develop a network of international partnerships construction companies that sell, distribute, and install construction materials. 

Personnel: 

Dr. Hasan Baig (Founder &amp; CEO-Build Solar) leads new product and new market activities. He obtained his PhD (2015) in Renewable Energy from the University of Exeter, UK. For his research Hasan won the Impact Award in the Sustainable Futures category at the university of Exeter in 2013. Over the years Hasan has worked extensively on design and manufacture of several Building Integrated Solar Concentrator technologies. He presented the company profile at the Cleantech Innovate UK and the BRE BIPV stakeholders workshop this year. Hasan is managing the overall operations and networking with many stakeholders towards building the company's future directions.
 
Prof. Tapas Mallick, Scientific Advisor and Chairman for the company is a World leader in BIPV technology. He is currently the Chair in Clean Technologies, Environment &amp; Sustainability Institute, University of Exeter, UK. He has brought in grant funding of more than 350,000 GBP in the research for Building Integrated solar technologies at the University of Exeter. Tapas is communicating the company profile through his own scientific networks and seeking opportunities to collaborate on a scientific scale through any potential grant funding opportunities.

Jim Williams is a Non-Executive Director and commercialization manager at Build Solar. He has a background in product development, manufacturing, and retail of consumer outdoor goods. He is continuously in touch with the glass block industry partners and investors to bring in more interest towards the company. 

The company has developed strong links with national level business such as HS2 and Network Rail towards large scale deployment of the technology. The company has also successfully completed Innovate UK SBRI funding towards feasibility of the technology. 

The company is in discussion with external bodies for business plan development.","2017","60% of global carbon emissions are caused by buildings. Our vision is to challenge this adversity through the concept of Net Zero Energy buildings, meaning the total amount of energy used on an annual basis is roughly equal to the amount of renewable energy created on the site. BUILD SOLAR aims to commercialize innovative photovoltaic solutions by combining them with traditional construction materials and transforming buildings from energy consumers to power generators. Through a series of its products, the company is poised to become a major key player in the building integrated photovoltaic (BIPV) industry. The BIPV market is forecast to grow at a CAGR of 16% between 2016 and 2024 and the global market is currently valued at $7 billion. To catch up with this growing industry and gather further momentum BUILD SOLAR is currently faced with several obstacles including lack of education about these technologies among architects, standard product specifications, building regulatory, manufacturing costs and lack of well-trained installers. Aimed at the commercial and public sectors, our first product Solar Squared provides standard benefits such as daylighting, protection, and structure alongside electricity generation and better thermal insulation. The company has established a route to market within the UK market through Glass Block Technology Limited, one of the major glass block sellers, distributors, and installers in Europe. The company will build a network of partnerships with similar glass block companies to access international markets in the future. We have already patented our technology through the following UK patent Construction Block with Photovoltaic Device, PATENT APPLICATION NUMBER 1705840.5. Our technical impact has been very strong on the glass block industry wherein we have completely transformed a standard construction material into an innovative energy solution. Prototyping of our first product Solar Squared is in progress and we hope to complete it by August this year. Further new designs of the product are being developed for the next round of prototyping. Socially we have presented our product to the public, researchers and school children visiting the Environment & Sustainability Institute at the University of Exeter. We have also participated in the stakeholder workshop on BIPV technologies organized by BRE. Through this workshop we have introduced our product to existing BIPV manufacturers and gathered their feedback, understand the wider challenges BIPV industry faces and unlock routes for future developments. The Solar Squared unit will improve the performance of a widely used building material (glass block). The function of architectural glass blocks is to allow daylighting, and lower artificial lighting loads. Thus, Build Solar have reduced the active cell area of the PV, while still pulling back efficiency and yield by concentrating incoming light. The power density at standard tests conditions is analogous to approx. 25 Wp/m2. This compares well with amorphous silicon and organic photovoltaics which also have a similar power density. With the addition of the concentrators and solar cells in the block, internal convective air currents are reduced which in turn improves the thermal insulation performance of the block versus the standard hollow version. The traditional glass block has a U-Value =2.8 W/m2 K. Solar Squared Glass Block aims to reduce this by up to 50 %. The improvement of U-Value to 1.4 W/m2 K will result in thermal energy savings of 0.51 kWh/annum/block. This equates to Year 1 savings of 69,700 kWh, the equivalent of 6 houses' energy demand. By year 4 this is 4,056,114 kWh or 347 houses (based on U-Value improvement from 2.8 to 1.4 W/m2 K, Year 1-unit sales of 136,400 units, year 5 unit sales of 7,937,600 units and an average UK household energy usage of 11,700 kWH p.a.). The CO2e savings equate to 24t CO2e saved in Year 1 rising to 1,425t CO2e by Year 4 (based on UK grid CO2e grid electricity of 0.35156kg CO2e/kWH, BEIS Carbon Factors 2017). The price per tonne of carbon saved equates to ?73k in Year 1 falling to just ?11k per tonne by Year 4. Assuming full market adoption to 114m glass blocks this results in carbon savings of over 20,000t per annum. The concentration concept is not new and has been proven in other concentrating solar technologies. In the case of Solar Squared, the team at Exeter have chosen a relatively low power concentrator which magnifies by a factor 3 - 6. This allows the concentrating lens to have a wide angle of acceptance (ca. half acceptance angle 35&deg;), meaning that contrary to typical high concentration application which need dual axis tracking, a vertically installed south facing Solar Squared array should be able to receive light for at least 7 hours a day. The Energy Payback Time of the system can be as low as 3yrs which is comparable to current rooftop PV technologies, something that current BIPV struggle to deliver. The Energy Return On Investment of Solar Squared is targeted to be less than 5 years with an estimated equivalent carbon footprint of 20g CO2e/kWh energy generated. Based on the BEIS toolkit for valuation of energy use the Year 4 energy savings have an NPV of?619,280 and an annualized NPV. BUILD SOLAR is a recent startup and an outcome of more than five years of Solar PV research at the University of Exeter. Since its launch at the Cleantech Innovate UK in April this year it has managed to raise a lot of interest from several construction companies and media. Some of the notable articles can be found below. Build Solar in the Press * Solar power glass bricks generate energy while letting in light, Reuteurs, November 28th, 2017 * Watts new in glass blocks, Royal Institute of British Architects September 8th2017 * Researchers develop solar glass blocks to power houses, PV Magazine August 24th2017 * Could This Glass Brick Be the Solution to Solar Energy's Design Problems?, Architectural Digest August 23rd2017 * Revolutionary glass building blocks generate their own solar energy, Inhabitat August17th2017 * University of Exeter creates energy generating glass bricks, BIM+Chartered Institute of Building August 23rd2017 * Solar blocks could replace solar panels on buildings, TreeHugger, August17th2017 * These solar glass bricks let in light while generating energy, Curbed August 23rd2017 * Is This Solar Power Tech the Future of Glass Blocks?, Architect-Journal of American Architects, August17th2017 * How to Leverage Glass Block Construction to Achieve LEED Certification, Architizer August 31st2017 * These solar glass blocks would make great skylights for your solar roofs, Techcrunch August18th2017","https://www.buildsolar.co.uk","5aa44dc725c7b1.36275173","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5aa44dc725c7b1.36275173&grantRef=EP%2FJ000345%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J000345/2","3C6FF4CA-77B7-4F80-9CF3-8B452610A353","798CB33D-C79E-4578-83F2-72606407192C","961756BF-E31F-4A13-836F-0A09BA02385C","124B11ED-4328-4198-8550-D4D78E05281F"
