"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/N016149/1","Research Grant","Policy Influence","Aberystwyth University","IBERS","Clifton-Brown","John","","Greenhouse gas removal: September 2018","Citation in other policy documents",,"National","through addressing the urgent need to reduce greenhouse gases that are driving climate change","http://royalsociety.org/greenhouse-gas-removal","5e5e4dbcbfaad2.95475412","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e5e4dbcbfaad2.95475412&grantRef=BB%2FN016149%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N016149/1","B1A061A3-CB6B-49BF-86C3-B1C635E438E4","2512EF1C-401B-4222-9869-A770D4C5FAC7","E4757A6E-7326-472B-9979-B47D77A65446","EB5F3F59-A649-4593-8C3E-E46AB736935D"
"NERC","NE/N006038/1","Research Grant","Policy Influence","University of Leeds","School of Earth and Environment","Forster","Piers","","Committee on Climate Change report: Major shift in UK land use needed to deliver Net Zero emissions","Participation in a advisory committee",,"National","There are five objectives for new policy:
•Increase tree planting - increasing UK forestry cover from 13% to at least 17% by 2050 by planting around 30,000 hectares (90 - 120 million trees) of broadleaf and conifer woodland each year.
•Encourage low-carbon farming practices - such as 'controlled-release' fertilisers, improving livestock health and slurry acidification.
•Restore peatlands - restoring at least 50% of upland peat and 25% of lowland peat.
•Encourage bioenergy crops - expanding UK energy crops to around 23,000 hectares each year.
•Reduce food waste and consumption of the most carbon-intensive foods - reduce the 13.6 million tonnes of food waste produced annually by 20% and the consumption of beef, lamb and dairy by at least 20% per person, well within current healthy eating guidelines.","https://www.theccc.org.uk/2020/01/23/major-shift-in-uk-land-use-needed-to-deliver-net-zero-emissions/","5e6232723c0519.56768032","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e6232723c0519.56768032&grantRef=NE%2FN006038%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N006038/1","C43BC7CF-4D8D-48F6-8ED7-7385583A172E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","83D87776-5958-42AE-889D-B8AECF16B468","CBDC7FF8-111B-4942-BF0E-A99DF035B28D"
"EPSRC","EP/K000446/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Engineering","Gibbins","Jonathan","","4th UNI-SET Energy Clustering Event, Universities in the Energy Transition: Focus on Sustainable Transport and Carbon Capture, Storage & Use","Participation in a national consultation",,"Europe",,,"5a95404b8763f7.23183579","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a95404b8763f7.23183579&grantRef=EP%2FK000446%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/1","DAD8D8F7-42C8-4BDC-8AFA-1F77CC7433B2","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","2DA15EF0-6300-4D75-BF93-17D7432E6AD4"
"EPSRC","EP/K000446/2","Research Grant","Policy Influence","University of Sheffield","Mechanical Engineering","Gibbins","Jonathan","","4th UNI-SET Energy Clustering Event, Universities in the Energy Transition: Focus on Sustainable Transport and Carbon Capture, Storage & Use","Participation in a national consultation",,"Europe",,,"5a95404b8763f7.23183579","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a95404b8763f7.23183579&grantRef=EP%2FK000446%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/2","209A1667-A0A9-4BD2-AE81-D18E6DEEF424","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","2DA15EF0-6300-4D75-BF93-17D7432E6AD4"
"BBSRC","BBS/E/W/0012843A","Intramural","Policy Influence","Aberystwyth University","IBERS","Donnison","Iain","http://orcid.org/0000-0001-6276-555X","Greenhouse gas removal: September 2018","Citation in other policy documents",,"National","through addressing the urgent need to reduce greenhouse gases that are driving climate change","http://royalsociety.org/greenhouse-gas-removal","5e5e4dbcbfaad2.95475412","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e5e4dbcbfaad2.95475412&grantRef=BBS%2FE%2FW%2F0012843A","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/W/0012843A","29A7CEE1-58D2-4318-ABBC-19864B311F76","2512EF1C-401B-4222-9869-A770D4C5FAC7","E4757A6E-7326-472B-9979-B47D77A65446","5C00A286-2044-4AD7-A91E-BE1DB9EF0C76"
"EPSRC","EP/S000771/1","Research Grant","Policy Influence","Aston University","College of Engineering and Physical Sci","Thornley","Elizabeth","","Greenhouse gas removal: September 2018","Citation in other policy documents",,"National","Through addressing the urgent need to reduce greenhouse gases that are driving climate change","http://royalsociety.org/greenhouse-gas-removal","5e661a1aaa7418.89731037","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e661a1aaa7418.89731037&grantRef=EP%2FS000771%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S000771/1","12E8C052-6958-47AE-AC77-441362FE29C8","798CB33D-C79E-4578-83F2-72606407192C","5BFB9036-9D16-4AB9-A9EF-097BB6FBD69A","D381E6B5-5ECC-406A-9190-9F045CAA506B"
"NERC","NE/L013371/1","Research Grant","Policy Influence","NERC Centre for Ecology and Hydrology","Atmospheric Chemistry and Effects","Sutton","Mark","","Presentation at The Royal Society's Global Environmental Research Committee (GERC) : 'The Needs and Opportunities in Tropical Coral Coasts'","Participation in a national consultation",,"National","&quot;The Royal Society's Global Environmental Research Committee (GERC) is hosting this workshop with the aim to identify priority areas for UK research within the UN Decade of Ocean Science at a level suitable for possible UK research programmes. The intention is to produce a set of priority topics that will be synthesised into an overarching document for wide dissemination. Priority areas will take account of the Sustainable Development Goals, and of UK research strengths in science and the application of science to society.
Workshop format: 4 sessions over 11 days. The sessions will be recorded to allow people who have missed a session to catch up.&quot;
 
ATTENDEES: ~60 attendees, including:
- Marine scientists (mostly UK, some international)
- Representatives from and advisors to UK Government: DEFRA, JNCC, FCDO, CEFAS
- UNESCO representatives from the International Oceanographic Commission
- EU Marine Board
- NGOs
 
SUMMARY: The tag line for the UN Decade of Ocean Science for Sustainable Development (2021-2030) is &quot;the science we need for the ocean we want&quot;. In this context the series of four workshops identified opportunities for the UK marine science community to mobilise and deliver transformative marine research to deliver sustainable development outcomes. Four 'priority' areas were identified for the UK's potential contribution to the UN Ocean Decade, all building on existing UK strengths and opportunities. One of these is 'Coral Coasts' (The case for this, including the projected Outputs and Outcomes of such a decade-long initiative, is summarised below).
 
WORKSHOP OUTPUTS: The specific output from this Workshop will be:
- A short high-level overview of the key outcomes of the workshop, including recommendations.
- A series of annexes including a synthesis of the workshop discussion, the workshop agenda and the attendees list.
These will be published imminently (due end Feb 2021)
 
WORKSHOP OUTCOMES: These recommendations are likely to lead to mobilisation of the UK and international scientific community and national and international funding around the priority themes over the next decade. This will lead to improved marine ecosystems and increased resilience, health, and livelihoods of resource-dependent coastal communities globally. 
 
THE CASE FOR &quot;CORAL COASTS&quot; AS UK PRIORITY ARE FOR THE UN OCEAN DECADE:
a) THE CONTEXT 
 
CORAL REEFS: 
• &lt;0.1% of the ocean area, but home to ~25% of known marine species.
• Ecosystem Services ~US$350billion - US$10trillion/annum.
• 30-50% of coral reefs lost or severely degraded over last few decades due to overexploitation, pollution and climate change
MANGROVES:
• Biodiversity and coastal protection worth up to US$24trillion/annum.
• 30-50% mangrove cover lost over the past century.
• mangrove loss accounts for ~10% of global deforestation CO2 emissions.
PEOPLE:
• Over 100 million small scale fishers in the Global South depend on these tropical coral coast resources.
• They land ~50% of global catch, feeding about 1 billion people worldwide.
• Some of the poorest and most climate-vulnerable communities.
CONSEQUENCES: an interlinked ecological and humanitarian crisis
 
b) UK STRENGTHS AND NATURAL ADVANTAGES
- SCIENCE: Excellent science across spectrum of coral reef and mangrove research (authorship in 10-15% of all publications over past decade)
- REACH: globally distributed (Commonwealth; Overseas Territories, other historical ties); exceptional NGO sector; trusted partnerships; alignment to national initiatives.
- TRANSDISCIPLINARY RESEARCH: pioneers in bridging social and natural sciences for sustainable development outcomes: e.g., ESPA, GCRF 
 
c) The Concept: &quot;Climate-proofing food security and livelihoods on tropical coral coasts&quot;
Essential Elements:
- Science solutions: Includes integration of traditional knowledge and 'citizen science'.
- Co-creation: Co-create from the outset; support local capacity and ownership of context-appropriate solutions. 
- Democratising data: ensure data and knowledge are in the hands of those who most need it, from community fishers to national governments.
Measures of Success:
- Outputs: openly accessible data, platforms and publications.
- Outcomes: (i.e., what makes it 'transformative'). These can be delivered within the Decade:
o Restored ecosystems (increased biodiversity, biomass and sustainable fish yield).
o Improved human health and nutrition
o Reduced poverty and inequality
o Gender equity
o Increased resilience to externally driven change and shocks (climate; COVID)
o Climate mitigation",,"6048a69721f146.59079744","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6048a69721f146.59079744&grantRef=NE%2FL013371%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013371/1","E18E9535-B8E1-4400-9776-C85A2D6374F9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4FC881BE-799E-459C-A287-2A68170426DA","AD04302A-28C2-4AEF-AFC4-D4A5839455A8"
"NERC","NE/S009019/2","Research Grant","Policy Influence","UK Ctr for Ecology & Hydrology fr 011219","Atmospheric Chemistry and Effects","Sutton","Mark","","Presentation at The Royal Society's Global Environmental Research Committee (GERC) : 'The Needs and Opportunities in Tropical Coral Coasts'","Participation in a national consultation",,"National","&quot;The Royal Society's Global Environmental Research Committee (GERC) is hosting this workshop with the aim to identify priority areas for UK research within the UN Decade of Ocean Science at a level suitable for possible UK research programmes. The intention is to produce a set of priority topics that will be synthesised into an overarching document for wide dissemination. Priority areas will take account of the Sustainable Development Goals, and of UK research strengths in science and the application of science to society.
Workshop format: 4 sessions over 11 days. The sessions will be recorded to allow people who have missed a session to catch up.&quot;
 
ATTENDEES: ~60 attendees, including:
- Marine scientists (mostly UK, some international)
- Representatives from and advisors to UK Government: DEFRA, JNCC, FCDO, CEFAS
- UNESCO representatives from the International Oceanographic Commission
- EU Marine Board
- NGOs
 
SUMMARY: The tag line for the UN Decade of Ocean Science for Sustainable Development (2021-2030) is &quot;the science we need for the ocean we want&quot;. In this context the series of four workshops identified opportunities for the UK marine science community to mobilise and deliver transformative marine research to deliver sustainable development outcomes. Four 'priority' areas were identified for the UK's potential contribution to the UN Ocean Decade, all building on existing UK strengths and opportunities. One of these is 'Coral Coasts' (The case for this, including the projected Outputs and Outcomes of such a decade-long initiative, is summarised below).
 
WORKSHOP OUTPUTS: The specific output from this Workshop will be:
- A short high-level overview of the key outcomes of the workshop, including recommendations.
- A series of annexes including a synthesis of the workshop discussion, the workshop agenda and the attendees list.
These will be published imminently (due end Feb 2021)
 
WORKSHOP OUTCOMES: These recommendations are likely to lead to mobilisation of the UK and international scientific community and national and international funding around the priority themes over the next decade. This will lead to improved marine ecosystems and increased resilience, health, and livelihoods of resource-dependent coastal communities globally. 
 
THE CASE FOR &quot;CORAL COASTS&quot; AS UK PRIORITY ARE FOR THE UN OCEAN DECADE:
a) THE CONTEXT 
 
CORAL REEFS: 
• &lt;0.1% of the ocean area, but home to ~25% of known marine species.
• Ecosystem Services ~US$350billion - US$10trillion/annum.
• 30-50% of coral reefs lost or severely degraded over last few decades due to overexploitation, pollution and climate change
MANGROVES:
• Biodiversity and coastal protection worth up to US$24trillion/annum.
• 30-50% mangrove cover lost over the past century.
• mangrove loss accounts for ~10% of global deforestation CO2 emissions.
PEOPLE:
• Over 100 million small scale fishers in the Global South depend on these tropical coral coast resources.
• They land ~50% of global catch, feeding about 1 billion people worldwide.
• Some of the poorest and most climate-vulnerable communities.
CONSEQUENCES: an interlinked ecological and humanitarian crisis
 
b) UK STRENGTHS AND NATURAL ADVANTAGES
- SCIENCE: Excellent science across spectrum of coral reef and mangrove research (authorship in 10-15% of all publications over past decade)
- REACH: globally distributed (Commonwealth; Overseas Territories, other historical ties); exceptional NGO sector; trusted partnerships; alignment to national initiatives.
- TRANSDISCIPLINARY RESEARCH: pioneers in bridging social and natural sciences for sustainable development outcomes: e.g., ESPA, GCRF 
 
c) The Concept: &quot;Climate-proofing food security and livelihoods on tropical coral coasts&quot;
Essential Elements:
- Science solutions: Includes integration of traditional knowledge and 'citizen science'.
- Co-creation: Co-create from the outset; support local capacity and ownership of context-appropriate solutions. 
- Democratising data: ensure data and knowledge are in the hands of those who most need it, from community fishers to national governments.
Measures of Success:
- Outputs: openly accessible data, platforms and publications.
- Outcomes: (i.e., what makes it 'transformative'). These can be delivered within the Decade:
o Restored ecosystems (increased biodiversity, biomass and sustainable fish yield).
o Improved human health and nutrition
o Reduced poverty and inequality
o Gender equity
o Increased resilience to externally driven change and shocks (climate; COVID)
o Climate mitigation",,"6048a69721f146.59079744","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6048a69721f146.59079744&grantRef=NE%2FS009019%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009019/2","32638F74-FE80-4ADE-975A-DE4A8CFEF345","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2431A6E2-13D5-40AB-A58A-AC75E6A3654E","AD04302A-28C2-4AEF-AFC4-D4A5839455A8"
"NERC","noc010010","Intramural","Policy Influence","National Oceanography Centre",,"Holt","Jason","","Climate Change Impacts","Citation in other policy documents",,"National","Man-made climate change has been estimated to cost the UK economy 5-20% of Gross Domestic Product (GDP)1 amounting to &pound;80-320 billion for 2011 GDP2. The National Oceanography Centre (NOC) is providing impartial, independent, world-leading expertise in developing the international scientific consensus that informs the Intergovernmental Panel on Climate Change (IPCC) series of Assessment Reports3. NOC provides authoritative oceanographic scientific evidence to underpin the assessments, necessary as climate change has enormous economic and societal implications. NOC research is a significant contributor to the international delivery of evidence on ocean circulation, global temperature, sea level and climate.
In response to research evidence presented by the IPCC the UK parliament passed the world's first long-term legally binding framework to tackle the dangers of climate change (The Climate Change Act 20086). The act requires Government to set carbon budgets, which are limits on greenhouse gas emissions in the UK for consecutive five-year periods. In addition to IPCC assessments, NOC data and expertise, including sea-level from PSMSL (Permanent Service for Mean Sea Level), inform studies of impacts of climate change on both national and international levels [e.g. UK Marine Climate Change Impacts Partnership (MCCIP), UK Climate Impacts Programme (UKCIP), UK Foresight Flood and Coastal Defence Review, Charting Progress and Charting Progress 2.",,"545cb0d635b274.06828988","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=545cb0d635b274.06828988&grantRef=noc010010","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=noc010010","BFCBA2D3-836A-4D2F-A617-CBAF15B0FA04","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","F4BB454D-E8B1-48B1-9844-FE58BF816C7C"
"EPSRC","EP/E039995/1","Research Grant","Policy Influence","University of Leeds","Energy Resources Research Unit","Jones","Jenny","http://orcid.org/0000-0001-8687-9869","Input into National and EU roadmaps/strategies","Membership of a guideline committee",,"Europe","All Party Parliamentary Renewable Transport Fuels Group 2010; Expert-Member in EU-GCC Clean Energy Network to support the long term strategic EU-GCC energy relationship; Expert review of bioenergy sections of IPCC special report on renewables 2010; House of Lords Select Committee on Renewable Energy, May 2008; Climate Change Mitigation: The potential of Waste &amp; Biomass, House of Commons, The Associate Parliamentary Sustainable Resource Group (APSRG), CIWM &amp; WRAP, December 2008;Royal Society Biofuel evaluation; Low carbon technology mapping exercise from the Energy Research Partnership, 2007; ETI's bioenergy strategy, 2008; Member of Strategic Advisory Board and formal evaluator of Energy from Waste Programme of ETI; UKERC UK bioenergy roadmap 2009, Royal Society of Chemistry's Energy Roadmap online consultation; Biomass Gasification Mission to France&quot;, Sept. 2009; Liaison with Environment Agency in respect of their report on greenhouse gas balances of bioenergy systems, and on-going support via data provision on LCA of energy crops relevant to evolving European legislation; IBERS formally meets with Welsh Assembly policymakers on an approximately six monthly basis",,"56d42c26d5c094.78401478","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56d42c26d5c094.78401478&grantRef=EP%2FE039995%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E039995/1","C9EA65A6-B7D0-436D-BF88-67315792AFAE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","EA45E499-1319-4E93-A5AF-EA3951A29EBD"
"EPSRC","EP/P024947/1","Research Grant","Policy Influence","University of Cambridge","Physics","Friend","Richard","","Royce/IOP Materials for the Energy Transition 2020 Roadmapping","Participation in a national consultation",,"National","In response to the Committee on Climate Change's 2019 &quot;Net Zero&quot; Report, the Henry Royce Institute Partners at the Universities of Cambridge, Imperial, Leeds and Manchester, in collaboration with the Institute of Physics, engaged with over 220 participants from academic and industrial materials research communities to explore solutions to the grand challenge of &quot;Materials for the Energy Transition.&quot; Through roadmapping workshops and associated community-led activities, energy technologies were identified where materials research can make a significant impact on greenhouse gas emissions. The following four areas were identified where materials science is critical to enabling a step-change in greenhouse gas reduction: (1) Materials for photovoltaic systems, (2) Materials for low-carbon methods of hydrogen generation, (3) Materials for decarbonisation of heating and cooling (split into thermoelectric and caloric energy conversion materials) and (4) Materials for low-loss electronics. Outcomes of these roadmapping exercises were (1) an executive summary report highlighting the main findings of the four roadmapping activities, and (2) five materials development roadmaps towards achieving net-zero emissions by 2050 were published in September 2020. All documents were made publicly available free of charge for research communities, the public, funding bodies, government, policy-makers and industry leaders. Influence: (1) Roadmaps have been cited in academic journals, influencing research communities towards mission-driven activities (2) roadmaps have begun to influence position papers and policy documents for organisations to inform government, (3) roadmaps have influenced funding bodies to shape future funding opportunities in the &quot;Materials for the Energy Transition&quot; research space (4) EPSRC have requested Royce to facilitate creation of further roadmapping activities towards zero-carbon goals and sustainable UK manufacturing, beginning in 2021.","https://www.royce.ac.uk/materials-for-the-energy-transition/","6046114e82cfa5.86642040","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6046114e82cfa5.86642040&grantRef=EP%2FP024947%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P024947/1","861DF548-9780-4F61-87DA-DF2EE98F2690","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","F96BEFF8-A24B-4608-A7E6-74A79CAEAD5C"
"EPSRC","EP/S019367/1","Research Grant","Policy Influence","University of Manchester","Materials","withers","Philip","http://orcid.org/0000-0002-1946-5647","Royce/IOP Materials for the Energy Transition 2020 Roadmapping Activity","Participation in a national consultation",,"National","In response to the Committee on Climate Change's 2019 &quot;Net Zero&quot; Report, the Henry Royce Institute Partners at the Universities of Cambridge, Imperial, Leeds and Manchester, in collaboration with the Institute of Physics, engaged with over 220 participants from academic and industrial materials research communities to explore solutions to the grand challenge of &quot;Materials for the Energy Transition.&quot; Through roadmapping workshops and associated community-led activities, energy technologies were identified where materials research can make a significant impact on greenhouse gas emissions. The following four areas were identified where materials science is critical to enabling a step-change in greenhouse gas reduction: (1) Materials for photovoltaic systems, (2) Materials for low-carbon methods of hydrogen generation, (3) Materials for decarbonisation of heating and cooling (split into thermoelectric and caloric energy conversion materials) and (4) Materials for low-loss electronics. Outcomes of these roadmapping exercises were (1) an executive summary report highlighting the main findings of the four roadmapping activities, and (2) five materials development roadmaps towards achieving net-zero emissions by 2050 were published in September 2020. All documents were made publicly available free of charge for research communities, the public, funding bodies, government, policy-makers and industry leaders. Influence: (1) Roadmaps have been cited in academic journals, influencing research communities towards mission-driven activities (2) roadmaps have begun to influence position papers and policy documents for organisations to inform government, (3) roadmaps have influenced funding bodies to shape future funding opportunities in the &quot;Materials for the Energy Transition&quot; research space (4) EPSRC have requested Royce to facilitate creation of further roadmapping activities towards zero-carbon goals and sustainable UK manufacturing, beginning in 2021.","https://www.royce.ac.uk/materials-for-the-energy-transition/","604950f8e9be62.02122043","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604950f8e9be62.02122043&grantRef=EP%2FS019367%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S019367/1","CB6D5FAB-85F0-4A00-BE2F-5B387D4CBD55","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","172EC949-610A-4AAC-B568-439FC3D74B7F"
"EPSRC","EP/S019367/1","Research Grant","Policy Influence","University of Manchester","Materials","withers","Philip","http://orcid.org/0000-0002-1946-5647","Royce/IOP Materials for the Energy Transition 2020 Roadmapping Activity","Participation in a national consultation",,"National","In response to the Committee on Climate Change's 2019 &quot;Net Zero&quot; Report, the Henry Royce Institute Partners at the Universities of Cambridge, Imperial, Leeds and Manchester, in collaboration with the Institute of Physics, engaged with over 220 participants from academic and industrial materials research communities to explore solutions to the grand challenge of &quot;Materials for the Energy Transition.&quot; Through roadmapping workshops and associated community-led activities, energy technologies were identified where materials research can make a significant impact on greenhouse gas emissions. The following four areas were identified where materials science is critical to enabling a step-change in greenhouse gas reduction: (1) Materials for photovoltaic systems, (2) Materials for low-carbon methods of hydrogen generation, (3) Materials for decarbonisation of heating and cooling (split into thermoelectric and caloric energy conversion materials) and (4) Materials for low-loss electronics. Outcomes of these roadmapping exercises were (1) an executive summary report highlighting the main findings of the four roadmapping activities, and (2) five materials development roadmaps towards achieving net-zero emissions by 2050 were published in September 2020. All documents were made publicly available free of charge for research communities, the public, funding bodies, government, policy-makers and industry leaders. Influence: (1) Roadmaps have been cited in academic journals, influencing research communities towards mission-driven activities (2) roadmaps have begun to influence position papers and policy documents for organisations to inform government, (3) roadmaps have influenced funding bodies to shape future funding opportunities in the &quot;Materials for the Energy Transition&quot; research space (4) EPSRC have requested Royce to facilitate creation of further roadmapping activities towards zero-carbon goals and sustainable UK manufacturing, beginning in 2021.","https://www.royce.ac.uk/materials-for-the-energy-transition/","6049620e32e9d3.45052941","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6049620e32e9d3.45052941&grantRef=EP%2FS019367%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S019367/1","CB6D5FAB-85F0-4A00-BE2F-5B387D4CBD55","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","172EC949-610A-4AAC-B568-439FC3D74B7F"
