"Project_no","Project.Title","Keyword","Keyword_hit"
"ERO_1315","sustainable cold expression of cleaning enzymes","sustainable","1"
"ERO_1316","sustainable cold expression of cleaning enzymes","sustainable","1"
"ERO_1317","smartccus: sustainable development through an advanced, integrated & efficient carbon capture, utilization and storage value chain","sustainable","1"
"ERO_1318","consolidating sustainable agricultural intensification in brazil","sustainable","1"
"ERO_1319","harnessing data in pursuit of efficient and sustainable food production for international markets","sustainable","1"
"ERO_1320","crafting myanmar. the role of the youth in the sustainable creative economy","sustainable","1"
"ERO_1321","digital innovation in africa for a sustainable agri-environment (daisea)","sustainable","1"
"ERO_1322","waterfore: sustainable water supply for rural communities in syria through forward osmosis","sustainable","1"
"ERO_1323","sustainable cobalt catalysis for novel c-c bond formation","sustainable","1"
"ERO_1324","integrated resilience: new approaches to sustainable agriculture and nature conservation in highland coffee-producing zones of ne brazil","sustainable","1"
"ERO_1325","tartan and magnolia: transforming cross-cultural perceptions of sustainable fashion in scotland and shanghai","sustainable","1"
"ERO_1326","tartan and magnolia: transforming cross-cultural perceptions of sustainable fashion in scotland and shanghai","sustainable","1"
"ERO_1327","directed evolution of a curti-ase enzyme for sustainable api manufacture","sustainable","1"
"ERO_1328","sustainable security of supply in a low carbon electricity system","sustainable","1"
"ERO_1329","sustainable wave energy in the mediterranean nearshore","sustainable","1"
"ERO_1330","city loops - circular business innovations for sustainable urban transitions climate-kic","sustainable","1"
"ERO_1331","the adapted use of brackish water as a sustainable resource for food security","sustainable","1"
"ERO_1332","developing resilient strategy for sustainable healthcare in nigeria","sustainable","1"
"ERO_1333","sustainable cobalt catalysis for novel c-c bond formation","sustainable","1"
"ERO_1334","new catalytic methodologies for sustainable chemistry: enantioselective synthesis of carbocycles and heterocycles by organocatalysis and its implementation with microfluidic devices","sustainable","1"
"ERO_1335","chemical recycling of electronic waste for sustainable livelihoods and material consumption in india","sustainable","1"
"ERO_1336","sustainable mining in the philippines","sustainable","1"
"ERO_1337","towards a sustainable future for sri lanka's elasmobranch fisheries","sustainable","1"
"ERO_1338","imagining a fair, acceptable and sustainable energy systems for all: the asean regional power (electricity) partnership","sustainable","1"
"ERO_1339","a feminist roadmap for sustainable peace","sustainable","1"
"ERO_1340","towards a sustainable platform for supporting mental wellbeing and resilience in nepal","sustainable","1"
"ERO_1341","the care-ful life of sustainable household technologies","sustainable","1"
"ERO_1342","co-creating sustainable market identities: lessons learned from lapland as the ‘santa claus market’","sustainable","1"
"ERO_1343","pigboost: sustainable data-driven pig production for uganda","sustainable","1"
"ERO_1344","pathways to education for sustainable development (esd) in mathematics education: connecting education research to teacher professional development","sustainable","1"
"ERO_1345","championing resilience that is equitable, sustainable and transformative (crest) - through forest and farm producer organisations (ffpos)","sustainable","1"
"ERO_1346","sustainable production of recyclate membranes for chemical separations (supreme)","sustainable","1"
"ERO_1347","latitude - a unifying approach to train the next generation of learning analytics experts for improving educational equity, effectiveness and sustainable skills","sustainable","1"
"ERO_1348","dynamics: design of yield and natural resource-augmenting measures for the sustainable intensification of farming systems","sustainable","1"
"ERO_1349","dynamics: design of yield and natural resource-augmenting measures for the sustainable intensification of farming systems","sustainable","1"
"ERO_1350","space-based services to support resillient and sustainable critical infrastructure - feasibility study","sustainable","1"
"ERO_1351","reduction of landfill gas and leachate pollution from solid waste landfill via implementation of 2-dimensional nanomaterial mixed matrix membranes (mmms) to foster a green and sustainable environment","sustainable","1"
"ERO_1352","pigboost: sustainable data-driven pig production for uganda","sustainable","1"
"ERO_1353","sustainable agriculture intensification and the nexus in brazil (sain)","sustainable","1"
"ERO_1354","canada and new zealand. sustainable control of gastrointestinal nematodes in ruminant livestock.","sustainable","1"
"ERO_1355","supermem - sustainable, permeable, electrospun recyclate membranes","sustainable","1"
"ERO_1356","exploring designer enzymes for sustainable synthesis in microbial cells","sustainable","1"
"ERO_1357","shining a light on sustainable agriculture: applying an evidence-based framework for assessing sustainability of agricultural interventions in africa","sustainable","1"
"ERO_1358","modelling sustainable intensification pathways for brazilian livestock production (msip)","sustainable","1"
"ERO_1359","stay cool: sustainable, affordable and environmentally friendly cooling for growing cities","sustainable","1"
"ERO_1360","rational formulation and radical processing strategies for sustainable soft material engineering","sustainable","1"
"ERO_1361","tesla - enabling capture technologies for sustainable large-scale applications","sustainable","1"
"ERO_1362","establish a global research-led education programme in sustainable structural and fire safety engineering","sustainable","1"
"ERO_1363","sustainable and liveable cities and urban areas (esrc jpi europe nsfc proposal)","sustainable","1"
"ERO_1364","sustainable and liveable cities and urban areas (esrc jpi europe nsfc proposal)","sustainable","1"
"ERO_1365","sustainable and liveable cities and urban areas (esrc jpi europe nsfc proposal)","sustainable","1"
"ERO_1366","systematic reviews and meta-analysis to improve the quality and ensure sustainable research in biomedical sciences","sustainable","1"
"ERO_1367","climate kic 2018/19: financing sustainable cities (uk & ireland)","sustainable","1"
"ERO_1368","a decision support model for sustainable livestock planning in colombia","sustainable","1"
"ERO_1369","global learning for achieving the sustainable development goals for ending violence against children: the multi-country study on the drivers of violence","sustainable","1"
"ERO_1370","british academy sustainable development programme (laura jeffery - led by reading)","sustainable","1"
"ERO_1371","attain: analysing trade-offs in pathways towards sustainable urbanization","sustainable","1"
"ERO_1372","gcrf sustainable latin american tropical drylands hub","sustainable","1"
"ERO_1373","sustainable nickel mining in the philippines","sustainable","1"
"ERO_1374","stay cool: sustainable, affordable and environmentally-friendly cooling for growing cities","sustainable","1"
"ERO_1375","sustainable agriculture from ecological-intensification hub","sustainable","1"
"ERO_1376","higher education for sustainable rural development and peacebuilding in the colombian pacific","sustainable","1"
"ERO_1377","laura jeffery british academy sustainable development programme 2018","sustainable","1"
"ERO_1378","sustainable harvesting of marine biological resources","sustainable","1"
"ERO_1379","sustainable energy generation from ocean for islands and coastal village communities","sustainable","1"
"ERO_1380","development and demonstration of resilient and sustainable electricity supply solutions for rural and isolated communities","sustainable","1"
"ERO_1381","edinburgh-nagoya sustainable hybrid materials","sustainable","1"
"ERO_1382","empowering creative micro-entrepreneurs for sustainable scalable success","sustainable","1"
"ERO_1383","a feminist road map for sustainable peace (led by swedish defence university)","sustainable","1"
"ERO_1384","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1385","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1386","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1387","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1388","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1389","epsrc centre for doctoral training in sustainable bio-based manufacturing","sustainable","1"
"ERO_1390","to develop, pilot and evaluate a sustainable and scalable model of inclusive primary school education that incorporates a wrap-around model of interdisciplinary care for vulnerable children with complex, educational, health and mental health needs","sustainable","1"
"ERO_1391","marcosumar - bridging the biodiversity knowledge gap on marine connectivity for a sustainable use of marine resources","sustainable","1"
"ERO_1392","aquaimpact: genomic and nutritional innovations for more sustainable aquaculture","sustainable","1"
"ERO_1393","advancing sustainable metal inks for sensing and printed electronics","sustainable","1"
"ERO_1394","informational database for sustainable and energy efficient materials in sub-saharan africa (deema)","sustainable","1"
"ERO_1395","data driven innovation of sustainable infrastructure materials (ddisim)","sustainable","1"
"ERO_1396","sustainable optoelectronic materials: a training network for young researcher in materials 2018","sustainable","1"
"ERO_1397","biomass fuel processing and supply training network for a sustainable eu bio-based economy","sustainable","1"
"ERO_1398","gcrf decent work: pathways to environmentally sustainable decent work in agriculture","sustainable","1"
"ERO_1399","sustainable futures: blending science with genius thinking","sustainable","1"
"ERO_1400","gcrf sustainable development goals and the rule of law hub","sustainable","1"
"ERO_1401","gcrf sustainable healthy diets research hub","sustainable","1"
"ERO_1402","smart-er grids for resilient and sustainable electricity supply in developing countries","sustainable","1"
"ERO_1403","sustainable transport management and commuter assistance in urban and semi urban areas: from the perspective of a developing nation","sustainable","1"
"ERO_1404","healthy and sustainable neibourhoods: 'population density, health and wellbeing'","sustainable","1"
"ERO_1405","a sustainable production platform for industrially relevant chemicals","sustainable","1"
"ERO_1406","thinking forward through the past: linking science, social science and the humanities to inform the sustainable reduction of disease in british livestock farming","sustainable","1"
"ERO_1407","partnership to deliver a sustainable environment and improved health in the central belt region","sustainable","1"
"ERO_1408","partnership to deliver a sustainable environment and improved health in the central belt region","sustainable","1"
"ERO_1409","developing sustainable aquaculture in tanzania","sustainable","1"
"ERO_1410","innovative tools and strategies for breeding resilient and efficient monogastrics for sustainable livestock productions","sustainable","1"
"ERO_1411","expanding the chemical repertoire of biology for sustainable synthesis","sustainable","1"
"ERO_1437","shining a light on sustainable agriculture: applying an evidence-based framework for assessing sustainability of agricultural interventions in africa","sustainable","1"
"ERO_1474","rethinking sustainable land use of peatland","sustainable","1"
"ERO_1507","singapore - malaysia - uk partnering award: genetic innovations to support sustainable tropical aquaculture","sustainable","1"
"ERO_1525","react-first: reduced emission aquaculture & chicken trial for integrated, responsible and sustainabletransformation of co2 into animal feed","sustainable","1"
"ERO_1539","aquaimpact: genomic and nutritional innovations for more sustainable aquaculture","sustainable","1"
"ERO_1541","developing sustainable aquaculture in tanzania","sustainable","1"
"ERO_1600","swave: sustainable wave energy in the mediterranean nearshore","sustainable","1"
"ERO_1607","sustainable wave energy in the mediterranean nearshore","sustainable","1"
"ERO_1624","smartccus: sustainable development through an advanced, integrated & efficient carbon capture, utilization and storage value chain","sustainable","1"
"ERO_1640","biodegradable functional copolyesters in sustainable hemodialysis membranes","sustainable","1"
"ERO_35","strategising for sustainability: combating climate change in partnership with indigenous communities in kiribati and samoa","sustainability","1"
"ERO_36","strategising for sustainability: combating climate change in partnership with indigenous communities in kiribati and samoa","sustainability","1"
"ERO_210","environmental sustainability and economic cooperation in the longue duree: a comparative approach to locality, history and development","sustainability","1"
"ERO_221","eco-beef uk: improving the economical and environmental sustainability of uk beef breeds","sustainability","1"
"ERO_244","ecoloc: unlocking the environmental sustainability of point-of-care medical and lab-on-chip microcomponents","sustainability","1"
"ERO_528","environmental sustainability and economic cooperation in the longue duree: a comparative approach to locality, history and development","sustainability","1"
"ERO_594","eco-beef uk: improving the economical and environmental sustainability of uk beef breeds","sustainability","1"
"ERO_734","ecoloc: unlocking the environmental sustainability of point-of-care medical and lab-on-chip microcomponents","sustainability","1"
"ERO_777","uniseco - understanding and improving the sustainability of agro-ecoiogicai farming systems in the eu","sustainability","1"
"ERO_985","international: integrating globally-recognised sustainability metrics for tropical perennial crops in a one-stop shop cool farm tool","sustainability","1"
"ERO_1357","shining a light on sustainable agriculture: applying an evidence-based framework for assessing sustainability of agricultural interventions in africa","sustainability","1"
"ERO_1412","engaging with sustainability across the creative industries (esci)","sustainability","1"
"ERO_1413","environmental sustainability and economic cooperation in the longue duree: a comparative approach to locality, history and development","sustainability","1"
"ERO_1414","citizen engagement in sociotechnical transitions, energy justice and sustainability","sustainability","1"
"ERO_1415","the social sustainability of food transitions: a scottish-european network","sustainability","1"
"ERO_1416","eco-beef uk: improving the economical and environmental sustainability of uk beef breeds","sustainability","1"
"ERO_1417","development of an in-situ water treatment system to improve the sustainability and social acceptance of uk salmon farming","sustainability","1"
"ERO_1418","development of an in-situ water treatment system to improve the sustainability and social acceptance of uk salmon farming","sustainability","1"
"ERO_1419","improving sustainability and productivity of ruminant livestock through enhanced microbial and data resources","sustainability","1"
"ERO_1420","productivity and sustainability management in the responsive factory","sustainability","1"
"ERO_1421","untangling redox cues for improved plant performance and crop sustainability","sustainability","1"
"ERO_1422","bilateral bbsrc-fapesp:novel tools for early-life prediction of age at puberty in cattle to increase the sustainability of the brazilian beef industry","sustainability","1"
"ERO_1423","eccselerate:eccsel eric – accelerating user access, growing the membership and positioning internationally to ensure long-term sustainability","sustainability","1"
"ERO_1424","ecoloc: unlocking the environmental sustainability of point-of-care medical and lab-on-chip microcomponents","sustainability","1"
"ERO_1425","uniseco - understanding and improving the sustainability of agro-ecoiogicai farming systems in the eu","sustainability","1"
"ERO_1426","feast: food, eating and social sustainability","sustainability","1"
"ERO_1427","feast: food, eating and social sustainability","sustainability","1"
"ERO_1428","strategising for sustainability: combating climate change in partnership with indigenous communities in kiribati and samoa","sustainability","1"
"ERO_1429","strategising for sustainability: combating climate change in partnership with indigenous communities in kiribati and samoa","sustainability","1"
"ERO_1430","genomic selection to improve the efficiency and sustainability of tilapia aquaculture in south east asia","sustainability","1"
"ERO_1431","coastal routes: travel, environment, sustainability - a literary and cultural history of irish and scottish coastal routes","sustainability","1"
"ERO_1432","peaks: promoting education and awareness of indigenous knowledge for sustainability","sustainability","1"
"ERO_1433","travel, environment, sustainability: a literary and cultural history of irish and scottish coastal routes","sustainability","1"
"ERO_1434","the application of advanced spectroscopic and spectrometric techniques to ensuring flavour sustainability of scotch whisky","sustainability","1"
"ERO_1435","the global network on sustainability in space (gnosis)","sustainability","1"
"ERO_1436","international: integrating globally-recognised sustainability metrics for tropical perennial crops in a one-stop shop cool farm tool","sustainability","1"
"ERO_1437","shining a light on sustainable agriculture: applying an evidence-based framework for assessing sustainability of agricultural interventions in africa","sustainability","1"
"ERO_1438","travel, environment, sustainability: a literary and cultural history of irish and scottish coastal routes","sustainability","1"
"ERO_1439","the uk software sustainability institute: phase 3","sustainability","1"
"ERO_1440","equip call - sustainability, equity, wellbeing and cultural connections - george palattiyil","sustainability","1"
"ERO_1441","exploiting the self-regulatory circuit of nitrate assimilation in plants for improved nitrogen use efficiency and crop sustainability.","sustainability","1"
"ERO_1442","moving towards sustainability: strenghtening rural health faciliries, upskilling providers and developing mentoring capacity to support roll-out of cervical cancer 'screen and treat' services across malawi","sustainability","1"
"ERO_1443","the application of advanced spectroscopic techniques to ensuring flavour sustainability and optimisation in scotch whisky distillery fermentations","sustainability","1"
"ERO_1529","genomic selection to improve the efficiency and sustainability of tilapia aquaculture in south east asia","sustainability","1"
"ERO_45","ba mid career fellowship - m thaler, hope and fear in the anthropocene: utopian tendencies in current debates on climate change","anthropocene","1"
"ERO_584","black ecologies: race and the long anthropocene","anthropocene","1"
"ERO_1444","black ecologies: race and the long anthropocene","anthropocene","1"
"ERO_1445","creating utopias for the anthropocene: a reflexive lab for our common future","anthropocene","1"
"ERO_1446","violence against land, violence against bodies: indigenous women's nonfiction writing in the anthropocene","anthropocene","1"
"ERO_1447","adaptive introgression in the anthropocene","anthropocene","1"
"ERO_1448","utopias in the anthropocene: ways of imagining a climate-changed world","anthropocene","1"
"ERO_1449","utopias in the anthropocene: ways of imagining a climate-changed world","anthropocene","1"
"ERO_1450","utopias in the anthropocene: ways of imagining a climate-changed  world","anthropocene","1"
"ERO_1451","creating utopias for the anthropocene: a reflexive lab for our common future","anthropocene","1"
"ERO_1452","ba mid career fellowship - m thaler, hope and fear in the anthropocene: utopian tendencies in current debates on climate change","anthropocene","1"
"ERO_1453","future of african savannas in the anthropocene (fasta)","anthropocene","1"
"ERO_1454","grassroots hutting: building positive climate action from turf and earth","climate action","1"
"ERO_1455","where the north meets the south: education for climate action in a global context in norway and scotland","climate action","1"
"ERO_1456","recipes for resilience: engaging caribbean youth in climate action and afrodescendant food heritage through story mapping and song","climate action","1"
"ERO_1457","the pandemic’s effects on climate action: societal, political, and institutional response in a moment of transition","climate action","1"
"ERO_1458","the pandemic’s effects on climate action: societal, political, and institutional response in a moment of transition","climate action","1"
"ERO_1459","the place-based climate action network (p-can)","climate action","1"
"ERO_1460","mechanisms of microbiome-mediated soil carbon sequestration under land use change","sequestration","1"
"ERO_1461","the potential for carbon sequestration in tree aid","sequestration","1"
"ERO_1462","novel eor technique for the depleted oil reservoirs of upper assam basin with simultaneous co2 capture and sequestration","sequestration","1"
"ERO_880","trees outside forests: using remote sensing to understand ecological and social landscape change in africa","remote sensing","1"
"ERO_1463","using remote sensing tools to study ocean health and whale strandings","remote sensing","1"
"ERO_1464","from the north sea to the strait of gibraltar: remote sensing applications for high-resolution coastal science solutions","remote sensing","1"
"ERO_1465","high-resolution satellite remote sensing of the coastal morphology","remote sensing","1"
"ERO_1466","moana: multidimensional remote sensing of the physical ocean","remote sensing","1"
"ERO_1467","remote^3: remote sensing by remote schools in remote environments","remote sensing","1"
"ERO_1468","microwave remote sensing of snow and the lower atmosphere in polar regions","remote sensing","1"
"ERO_1469","trees outside forests: using remote sensing to understand ecological and social landscape change in africa","remote sensing","1"
"ERO_1470","autonomous integrated remote sensing for farm applications","remote sensing","1"
"ERO_1471","autonomous integrated remote sensing for farm applications","remote sensing","1"
"ERO_1472","establishing a ghanaian remote sensing site for atmospheric carbon columns: towards developing a pan-african carbon network","remote sensing","1"
"ERO_1223","rethinking sustainable land use of peatland","peatland","1"
"ERO_1473","peatland water table monitoring network: underpinning long-term studies of peatland health","peatland","1"
"ERO_1474","rethinking sustainable land use of peatland","peatland","1"
"ERO_1475","investigating the effects of peatland wildfire on aquatic carbon chemistry by fourier transform ion cyclotron resonance mass spectrometry  (ft-icr-ms)","peatland","1"
"ERO_1476","molecular, microbial & enzymatic synergies and their significance to peatland condition","peatland","1"
"ERO_1477","congopeat: past, present and future of the peatlands of the central congo basin","peatland","1"
"ERO_1478","tracking phosphorus to understand peatland algal bloom formation","peatland","1"
"ERO_1671","tracking phosphorus to understand peatland algal bloom formation","peatland","1"
"ERO_109","microplastics in the environment: assessing groundwater discharge to surface waters as a contaminating pathway for aquatic environments and beach sands","groundwater","1"
"ERO_1479","hiddenpathways: is groundwater a hidden vector for global movement of nano- and micro-plastics?","groundwater","1"
"ERO_1480","microplastics in the environment: assessing groundwater discharge to surface waters as a contaminating pathway for aquatic environments and beach sands","groundwater","1"
"ERO_1481","plasticflow: fate and transport of micro- and nano-plastics in groundwater","groundwater","1"
"ERO_1482","resolving fingerprints of unconventional gas resources and methane rich groundwaters in the uk","groundwater","1"
"ERO_1489","resolving fingerprints of unconventional gas resources and methane rich groundwaters in the uk","groundwater","1"
"ERO_1482","resolving fingerprints of unconventional gas resources and methane rich groundwaters in the uk","methane","1"
"ERO_1484","amplify - arctic methane & carbon process-level investigation for improvement of earth system models","methane","1"
"ERO_1485","pyrolysis assisted novel three-stage anaerobic digestion for enhanced methane production","methane","1"
"ERO_1486","innovative plug-ins for enhanced hydrogen and carbon-rich chemicals production by plasma driven methane splitting","methane","1"
"ERO_1487","near infrared multispectral camera for atmospheric methane: space demonstration on board the international space station","methane","1"
"ERO_1488","nicer-methane: novel devices to control emissions of residual methane","methane","1"
"ERO_1489","resolving fingerprints of unconventional gas resources and methane rich groundwaters in the uk","methane","1"
"ERO_1490","does methane source consistently change with depth within the uk stratigraphy","methane","1"
"ERO_1491","efficient fermentation of pyrolysis gases and vapours into bio-methane","methane","1"
"ERO_1492","efficient fermentation of pyrolysis gases and vapours into bio-methane","methane","1"
"ERO_1493","micro-structured catalytic converter for methane emission control","methane","1"
"ERO_1494","efficient fermentation of pyrolysis gases and vapours into bio-methane","methane","1"
"ERO_1495","efficient fermentation of pyrolysis gases and vapours into bio-methane","methane","1"
"ERO_1496","direct oxidation of methane to methanol using natural cuban zeolites based catalysts","methane","1"
"ERO_1497","enteric methane-reducing biochar feed additives","methane","1"
"ERO_1498","first monitoring of clumped isotopes to understand the global methane trend","methane","1"
"ERO_1579","enteric methane-reducing biochar feed additives","methane","1"
"ERO_247","poverty in rural africa and its relationships with environmental resources and ecosystem services","ecosystem services","1"
"ERO_279","integrating the delivery of ecosystem services and urban liveability: legitimacy, equity and justice in urban environmental initiatives","ecosystem services","1"
"ERO_635","re-terra: intelligent restoration and monitoring for terrestrial and fresh aquatic ecosystem services","ecosystem services","1"
"ERO_773","poverty in rural africa and its relationships with environmental resources and ecosystem services","ecosystem services","1"
"ERO_802","building on ecosystem services for poverty alleviation","ecosystem services","1"
"ERO_1022","integrating the delivery of ecosystem services and urban liveability: legitimacy, equity and justice in urban environmental initiatives","ecosystem services","1"
"ERO_1499","re-terra: intelligent restoration and monitoring for terrestrial and fresh aquatic ecosystem services","ecosystem services","1"
"ERO_1500","poverty in rural africa and its relationships with environmental resources and ecosystem services","ecosystem services","1"
"ERO_1501","building on ecosystem services for poverty alleviation","ecosystem services","1"
"ERO_1502","integrating the delivery of ecosystem services and urban liveability: legitimacy, equity and justice in urban environmental initiatives","ecosystem services","1"
"ERO_13","ftma2:breeding for the future: optimising commercial breeding programmes to improve resilience of salmonid aquaculture to climate change","aquaculture","1"
"ERO_19","application of genomic tools to breed for robustness to climate change in salmon aquaculture","aquaculture","1"
"ERO_29","breeding for the future: improving robustness of salmonid aquaculture to climate change","aquaculture","1"
"ERO_666","economically optimised methods for genomic selection in aquaculture","aquaculture","1"
"ERO_1225","singapore - malaysia - uk partnering award: genetic innovations to support sustainable tropical aquaculture","aquaculture","1"
"ERO_1310","react-first: reduced emission aquaculture & chicken trial for integrated, responsible and sustainabletransformation of co2 into animal feed","aquaculture","1"
"ERO_1392","aquaimpact: genomic and nutritional innovations for more sustainable aquaculture","aquaculture","1"
"ERO_1409","developing sustainable aquaculture in tanzania","aquaculture","1"
"ERO_1430","genomic selection to improve the efficiency and sustainability of tilapia aquaculture in south east asia","aquaculture","1"
"ERO_1503","cross-national genomic surveillance of viral pathogens to support disease control in atlantic salmon aquaculture","aquaculture","1"
"ERO_1504","robust-smolt impact of early life history in freshwater recirculation aquaculture systems on a. salmon robustness and susceptibility to disease at sea","aquaculture","1"
"ERO_1505","species-specific codes of good practices, supporting one-health and one-welfare principles across  european aquaculture production system","aquaculture","1"
"ERO_1506","nolice – novel tools for a future with no lice infestations in norwegian aquaculture","aquaculture","1"
"ERO_1507","singapore - malaysia - uk partnering award: genetic innovations to support sustainable tropical aquaculture","aquaculture","1"
"ERO_1508","tackling amr development and transmission in a one health context using diagnostics led intervention in shrimp aquaculture","aquaculture","1"
"ERO_1509","tackling amr development and transmission in a one health context using diagnostics led intervention in shrimp aquaculture","aquaculture","1"
"ERO_1510","understanding the role of the olfactory organ in fish reproduction: applications to aquaculture production","aquaculture","1"
"ERO_1511","ftma2:breeding for the future: optimising commercial breeding programmes to improve resilience of salmonid aquaculture to climate change","aquaculture","1"
"ERO_1512","towards lice-resistant salmon: functional genetics and genome editing to enhance disease resistance in aquaculture","aquaculture","1"
"ERO_1513","synthetic biology for precision nutrition in british aquaculture","aquaculture","1"
"ERO_1514","ssps bbsrc transforming food ab- circulating with aquaculture","aquaculture","1"
"ERO_1515","improving resistance to infectious salmon anaemia using genome editing: novel approaches to tackling viral disease in aquaculture","aquaculture","1"
"ERO_1516","application of genomic tools to breed for robustness to climate change in salmon aquaculture","aquaculture","1"
"ERO_1517","establishing a breeding programme for freshwater shrimp to support diversification of scottish aquaculture","aquaculture","1"
"ERO_1518","economically optimised methods for genomic selection in aquaculture","aquaculture","1"
"ERO_1519","towards lice-resistant salmon: functional genetics and genome editing to enhance disease resistance in aquaculture","aquaculture","1"
"ERO_1520","breeding for the future: improving robustness of salmonid aquaculture to climate change","aquaculture","1"
"ERO_1521","fish4amr- solutions for pharmaceutical manufacturing and aquaculture in india to tackle antimicrobial resistance","aquaculture","1"
"ERO_1522","fish4amr- solutions for pharmaceutical manufacturing and aquaculture in india to tackle antimicrobial resistance","aquaculture","1"
"ERO_1523","fish4amr- solutions for pharmaceutical manufacturing and aquaculture in india to tackle antimicrobial resistance","aquaculture","1"
"ERO_1524","developing and applying genomic tools to improve disease resistance in tambaqui (colossoma macropomum) aquaculture","aquaculture","1"
"ERO_1525","react-first: reduced emission aquaculture & chicken trial for integrated, responsible and sustainabletransformation of co2 into animal feed","aquaculture","1"
"ERO_1526","aqualeap: innovation in genetics and breeding to advance uk aquaculture production","aquaculture","1"
"ERO_1527","aqualeap: innovation in genetics and breeding to advance uk aquaculture production","aquaculture","1"
"ERO_1528","application of genomic tools to improve mexican shrimp aquaculture","aquaculture","1"
"ERO_1529","genomic selection to improve the efficiency and sustainability of tilapia aquaculture in south east asia","aquaculture","1"
"ERO_1530","single cell transcriptomics as a disruptive tool for aquaculture research: a cellular atlas of the liver response to infection in atlantic salmon","aquaculture","1"
"ERO_1531","an interdisciplinary study of salmon louse attachment mechanisms to assist parasite control in atlantic salmon aquaculture","aquaculture","1"
"ERO_1532","an interdisciplinary study of salmon louse attachment mechanisms to assist parasite control in atlantic salmon aquaculture","aquaculture","1"
"ERO_1533","development of genomic tools to underpin selective breeding of climbing perch,anabas testudineus: an emerging freshwater aquaculture species","aquaculture","1"
"ERO_1534","isp18 pump-priming: using genomic data to improve aquaculture of tilapia","aquaculture","1"
"ERO_1535","aqua-faang: advancing european aquaculture by genome functional annotation","aquaculture","1"
"ERO_1536","aqualeap: innovation in genetics and breeding to advance uk aquaculture production","aquaculture","1"
"ERO_1537","low cost genomic selection for improving disease resistance in brazilian tilapia aquaculture","aquaculture","1"
"ERO_1538","robust-smolt impact of early life history in freshwater recirculation aquaculture systems on a. salmon robustness and susceptibility to disease at sea","aquaculture","1"
"ERO_1539","aquaimpact: genomic and nutritional innovations for more sustainable aquaculture","aquaculture","1"
"ERO_1540","aqualeap: innovation in genetics and breeding to advance uk aquaculture production","aquaculture","1"
"ERO_1541","developing sustainable aquaculture in tanzania","aquaculture","1"
"ERO_385","producing renewable clean energy from wastewater","clean energy","1"
"ERO_1187","producing renewable clean energy from wastewater","clean energy","1"
"ERO_1542","coordinating smart hybrid distribution transformers to support local clean energy systems","clean energy","1"
"ERO_1543","coordinating smart hybrid distribution transformers to support local clean energy systems","clean energy","1"
"ERO_1544","energy revolution research consortium (errc) - plus - energyrev - market design for scaling up local clean energy systems","clean energy","1"
"ERO_1545","clean energy technology for a low carbon society","clean energy","1"
"ERO_1546","clean energy technology for a low carbon society","clean energy","1"
"ERO_1547","clean energy technology for a low carbon society","clean energy","1"
"ERO_1548","clean energy technology for a low carbon society","clean energy","1"
"ERO_1549","clean energy technology for a low carbon society","clean energy","1"
"ERO_1550","clean energy technology for a low carbon society","clean energy","1"
"ERO_1551","clean energy production from mammals’ urine","clean energy","1"
"ERO_1552","epsrc centre for doctoral training in electro-mechanical power conversion for clean energy growth (empower)","clean energy","1"
"ERO_1553","producing renewable clean energy from wastewater","clean energy","1"
"ERO_339","electrochemical conversion of co2 from biogas to renewable chemicals","biogas","1"
"ERO_1554","electrochemical conversion of co2 from biogas to renewable chemicals","biogas","1"
"ERO_1555","supreme: scaling up poison resistant exsolved catalysts: method for efficient biogas utilisation","biogas","1"
"ERO_55","dr shivani agarwal - socio-ecological impacts of conflicting forest policies in india and challenges to mitigate climate change through afforestation programs","afforestation","1"
"ERO_1049","dr shivani agarwal - socio-ecological impacts of conflicting forest policies in india and challenges to mitigate climate change through afforestation programs","afforestation","1"
"ERO_1556","upland treescape revitalisation through integrated afforestation and wood pasture (uplandia)","afforestation","1"
"ERO_1557","dr shivani agarwal - socio-ecological impacts of conflicting forest policies in india and challenges to mitigate climate change through afforestation programs","afforestation","1"
"ERO_1558","guiana peat: spatial and temporal controls on a missing link in the tropical carbon cycle.","carbon cycle","1"
"ERO_1559","gis services support for the thriving green spaces project","green space","1"
"ERO_1560","edinburgh's thriving green spaces 2050","green space","1"
"ERO_1561","healing green spaces. how outdoor environments afford health and well-being. an evidence-based  study of european healthcare facilities","green space","1"
"ERO_1562","the gardener's dlilemma: how should we manage urban green spaces to best benefit plants, pollinators, and people?","green space","1"
"ERO_44","improved phosphorus and eutrophication status assessments for humic lakes in light of climate change pressures and departure from eu directive","eutrophication","1"
"ERO_1563","improved phosphorus and eutrophication status assessments for humic lakes in light of climate change pressures and departure from eu directive","eutrophication","1"
"ERO_276","bacterial-enhanced biochar: engineering a flexible approach to targeted environmental remediation","biochar","1"
"ERO_277","bacterial-enhanced biochar: engineering a flexible approach to targeted environmental remediation","biochar","1"
