"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId","School","College"
"MRC","G0701898","University of Edinburgh","Centre for Molecular Medicine","Fellowship","Ho","Gwo-tzer",NA,"http://orcid.org/0000-0002-6014-372X",NA,NA,NA,NA,"Modulation of P-glycoprotein 170 function as a therapeutic target in ulcerative colitis","01/12/2008","30/11/2013",909783,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0701898","CF2D4F02-E05A-44E0-B656-7BC360A39408","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","518FB5B4-0267-4CA1-A7E0-F90E0D09022E","Institute of Genetics and Cancer","College of Medicine & Veterinary Medicine"
"NERC","NE/T014695/1","University of Edinburgh","Sch of Chemistry","Research Grant","Thomas","Stephen","Patrick",NA,NA,NA,NA,NA,"Exploiting Boron-Boron Exchange: Boron-catalysed C-H Borylation","31/03/2020","29/09/2021",7126,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T014695/1","D525D99C-2C4A-43E5-9436-2FFB9CECBD8F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D1A61C4D-B046-43A5-BC4A-4B903814A728","School of Chemistry","College of Science and Engineering"
"Innovate UK","971446","University of Edinburgh",NA,"Small Business Research Initiative",NA,NA,NA,NA,NA,NA,NA,NA,"CINck – a laboratory triage test for disease stratification to prevent cervical cancer.","01/03/2016","30/11/2016",132679,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=971446","EE0018C4-CD6D-487C-8B76-2AE5C9289871","05923FEC-036B-4EA9-8068-0AD5AE082931","2DB7ED73-8E89-457A-A395-FAC12F929C1A",NA,"Other","Other"
"ESRC","ES/N003985/1","University of Edinburgh","Sch of Social and Political Science","Fellowship","Cram","Laura",NA,NA,NA,NA,NA,NA,"The European Union in the Public Imagination: Maximising the Impact of Transdisciplinary Insights","31/05/2015","30/08/2016",178333,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/N003985/1","9721ED66-5B81-4AD1-9B24-C6EDB9C3C88F","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","4CEEEE8B-8A24-4BEB-BE4E-E6F6D50B9E81","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"MRC","MC_UU_00007/14","University of Edinburgh",NA,"Intramural","Mill","Pleasantine",NA,NA,NA,NA,NA,NA,"Genetic and cellular basis of functional cilia assembly","31/03/2018","30/03/2023",NA,2095550,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MC_UU_00007/14","54D46630-CAE0-4CEB-99D9-0EAA06080A18","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","06F3DAF2-65F4-4FA2-A998-89EFB048E5A7","Other","Other"
"ESRC","ES/J003352/1","University of Edinburgh","Moray House School of Education","Research Grant","Paterson","Lindsay",NA,NA,NA,NA,NA,NA,"Attitudes to Gaelic in Scotland","01/01/2012","31/12/2013",77381,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/J003352/1","B9F8673F-C208-4100-B1B1-10E1FD219DAB","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","80E07477-124A-4454-ADEF-992FAE0B59C4","Moray House School of Education and Sport","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/R003610/1","University of Edinburgh","Sch of Engineering","Research Grant","Mastropaolo","Enrico",NA,NA,NA,NA,NA,NA,"Flexible and stretchable force sensor for static and dynamic measurements (FlexFo)","01/12/2017","28/02/2019",100964,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R003610/1","7F8F6E1C-A053-47FB-B679-3B32D8711BBA","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","82657A36-3EEC-4AD3-A3AD-D935742A68DF","School of Engineering","College of Science and Engineering"
"AHRC","AH/S001247/1","University of Edinburgh","Sch of Literature Languages & Culture","Fellowship","Dawson","Leanne",NA,"http://orcid.org/0000-0003-0235-178X",NA,NA,NA,NA,"Working-Class LGBTQ+ Representation in British Cinema","14/01/2019","30/03/2023",154336,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/S001247/1","23F1F071-6AA7-481B-95C1-F451BE96396D","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","098E921C-BF11-4A3B-8D94-FE325F70AD5A","School of Literatures, Languages & Culture","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/V006177/1","University of Edinburgh","Sch of Mathematics","Research Grant","Zygalakis","Konstantinos","Konstantinos",NA,NA,NA,NA,NA,"Bayesian computation for low-photon imaging","01/11/2021","31/10/2024",324463,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V006177/1","F6A0C775-B48A-4E74-B8BD-748E06F12229","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","98B62EC1-84B8-4427-A500-C722720D363C","School of Mathematics","College of Science and Engineering"
"MRC","MR/L008076/1","University of Edinburgh","MRC Centre for Inflammation Research","Research Grant","Jenkins","Stephen","John",NA,NA,NA,NA,NA,"The parameters of tissue-resident macrophage autonomy","30/06/2014","29/06/2017",480517,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/L008076/1","2165FB50-801F-435F-8A7C-7F53731E1C1C","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","99BE64D1-9F3A-4F07-AEF5-ACE264750C0B","Institute for Regeneration and Repair","College of Medicine & Veterinary Medicine"
"BBSRC","BB/M023397/1","University of Edinburgh","The Roslin Institute","Research Grant","Burdon","Thomas","Grant",NA,NA,NA,NA,NA,"Vitamin C programming of self-renewal and pluripotency in rat embryonic stem cells","31/08/2015","28/02/2019",530178,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M023397/1","E324C4B5-6589-4705-95FA-784FCDA35099","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","28846F08-04C0-464B-A734-9F18E8D39C52","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"MRC","MR/S000763/1","University of Edinburgh","The Roslin Institute","Research Grant","Mabbott","Neil","Andrew","http://orcid.org/0000-0001-7395-1796",NA,NA,NA,NA,"Determining the role of CSF1R-dependent macrophages in of Paneth cells and the intestinal stem cell niche","01/11/2018","29/09/2022",423550,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/S000763/1","682971D7-44A5-4F8E-9B9D-5590C80C725E","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1C2EEA30-8EDC-4335-B896-240E712D2D9C","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"MRC","MR/T044586/1","University of Edinburgh","Centre for Clinical Brain Sciences","Research Grant","Robertson","Nicola",NA,NA,NA,NA,NA,NA,"INSTINCT Study: Intranasal Stem Cells for Improving Neurodevelopmental Outcomes in Neonatal Encephalopathy","30/04/2021","29/04/2024",2406712,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/T044586/1","8872CD46-273D-485D-87B1-43B8196DA8E3","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9C7D100B-6C0B-4990-97DD-0CA8A29729C8","Medical School","College of Medicine & Veterinary Medicine"
"MRC","MR/L018497/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Chambers","Ian",NA,"http://orcid.org/0000-0003-2605-1597",NA,NA,NA,NA,"Dynamic transcription factor function in control of pluripotent cell sub-states","31/05/2014","30/05/2019",1786003,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/L018497/1","5C7EEBB3-872A-46F9-A60B-22B942C2C525","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","41C4BC42-CA41-4DA7-BC0E-A737BE37B4EA","School of Biological Sciences","College of Science and Engineering"
"MRC","MR/P016839/1","University of Edinburgh","MRC Centre for Regenerative Medicine","Research Grant","Forbes","Stuart","John","http://orcid.org/0000-0003-3715-2561",NA,NA,NA,NA,"Defining the regenerative capacity of ductular cells from non-transplantable human liver","30/04/2017","29/04/2022",1862024,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/P016839/1","7F269DA5-45AD-4A04-BBA3-34456201A9C2","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","BE22AA55-DA2E-4D89-AEF7-56C1607432A1","Institute for Regeneration and Repair","College of Medicine & Veterinary Medicine"
"EPSRC","EP/V009443/1","University of Edinburgh","Sch of Engineering","Research Grant","Viola","Ignazio Maria",NA,NA,NA,NA,NA,NA,"Morphing-Blades: New-Concept Turbine Blades for Unsteady Load Mitigation","30/06/2021","29/06/2024",909850,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V009443/1","3F32AE50-9ED1-446B-959D-9FED74A60EAE","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","CCEFAA8C-EEB0-4AC5-9C01-C04367A43063","School of Engineering","College of Science and Engineering"
"MRC","G0700672","University of Edinburgh","Sch of Biological Sciences","Fellowship","Kaji","Keisuke",NA,NA,NA,NA,NA,NA,"Investigation into the mechanisms of mesendoderm specification during ES cell differentiation","01/12/2007","30/11/2010",316485,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0700672","458EE556-5EDF-4B2B-8821-AD8D6F9A4E7C","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","82FDA7D9-A600-4179-B1D7-D2F56B6C9AB1","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/N019180/1","University of Edinburgh","Sch of Physics and Astronomy","Fellowship","Henrich","Oliver O",NA,NA,NA,NA,NA,NA,"EPSRC Research Software Engineer Fellowship Oliver Henrich","30/07/2016","29/06/2017",489604,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N019180/1","67766720-EA43-4D80-825F-3208CD4DF2BD","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","34B7BF46-78DD-455A-B21C-F2BFA9C670B5","School of Physics and Astronomy","College of Science and Engineering"
"MRC","MR/M004007/1","University of Edinburgh","Edinburgh Cancer Research Centre","Fellowship","Vaughan-Shaw","Peter",NA,NA,NA,NA,NA,NA,"Investigation of gene-environment interactions between Vitamin D and colorectal cancer susceptibility genetic variants in large bowel epithelium.","01/02/2015","31/07/2017",140206,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/M004007/1","1A9670FE-CE2A-41E0-9F7E-8E4CCC0587C3","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","490877B9-ED81-4A03-A556-F85AF91C3986","Institute of Genetics and Cancer","College of Medicine & Veterinary Medicine"
"MRC","MR/V005537/1","University of Edinburgh","MRC Centre for Regenerative Medicine","Research Grant","Kaji","Keisuke",NA,NA,NA,NA,NA,NA,"Reprogramming adult human hepatocytes into liver progenitors with unlimited self-renewal, efficient differentiation, and transplantation capacities","30/09/2020","29/09/2023",617738,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/V005537/1","12BD66E0-4128-48F2-B63D-81303DA8122D","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","82FDA7D9-A600-4179-B1D7-D2F56B6C9AB1","Institute for Regeneration and Repair","College of Medicine & Veterinary Medicine"
"BBSRC","BB/L020467/1","University of Edinburgh","The Roslin Institute","Research Grant","Woolliams","John",NA,NA,NA,NA,NA,NA,"GplusE: Genomic selection and Environment modelling for next generation wheat breeding","13/05/2015","12/05/2018",262714,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L020467/1","AAC47A7C-E7E5-4F5A-9693-60230F27731A","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C3CD1061-EF8A-4655-B7D1-E34EC4C984EC","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BB/M025160/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Vendrell","Marc",NA,"http://orcid.org/0000-0002-5392-9740",NA,NA,NA,NA,"Development of phloem-mobile xenobiotics with enhanced transport properties","30/06/2015","29/06/2019",785032,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M025160/1","B79C26AF-2DC7-4661-9D91-872E32C79FBE","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","4EA3F812-95BC-4C30-9920-D7DE552B6B49","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/K025155/1","University of Edinburgh","Sch of Engineering","Research Grant","Welch","Stephen",NA,NA,NA,NA,NA,NA,"HIGH PERFORMANCE COMPUTING SUPPORT FOR UNITED KINGDOM CONSORTIUM ON TURBULENT REACTING FLOWS (UKCTRF)","08/01/2014","07/01/2019",28437,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K025155/1","79434EE9-C438-41F7-9D26-97267DDF00A9","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E1E00993-6AE2-44CF-8BF6-2F61D3293649","School of Engineering","College of Science and Engineering"
"NERC","NE/I005935/1","University of Edinburgh","Sch of Geosciences","Research Grant","Wood","Rachel","Alison",NA,NA,NA,NA,NA,"Re-inventing the planet: the Neoproterozoic revolution in oxygenation, biogeochemistry and biological complexity","01/11/2010","31/10/2014",17223,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I005935/1","2A9ECD78-BAD7-4CDA-AE65-DC7B0B017308","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","246A8E80-BC1F-416C-98F5-03B9BE2B8E6E","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/L020769/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Nussey","Daniel","Harry",NA,NA,NA,NA,NA,"Life-long telomere dynamics, health and fitness in a long-lived mammal","01/12/2014","30/05/2018",544176,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L020769/1","B173E6DE-5727-45F3-A694-2EE9C166D33A","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AB2EEDCD-28D9-49A8-95E2-FACE19B45053","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/W001616/1","University of Edinburgh","Sch of Mathematics","Research Grant","King","Ruth",NA,NA,NA,NA,NA,NA,"Spatial Capture-recapture with Memory: A New Hidden Markov Model Perspective","30/04/2022","31/01/2023",22414,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/W001616/1","B63A8EA4-4DD5-4D5A-B063-7A08227BC28E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","957175EE-D90E-4C8F-B753-192D114FF12E","School of Mathematics","College of Science and Engineering"
"MRC","MC_UU_00007/1","University of Edinburgh",NA,"Intramural","Dunlop","Malcolm","Graham",NA,NA,NA,NA,NA,"Genetic approaches to combating colorectal cancer","31/03/2018","30/03/2023",NA,373767,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MC_UU_00007/1","27E5493D-69CD-427A-BFD1-C1146FD9AE99","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","414367AB-B647-4D13-BF0D-D902B64ED9ED","Other","Other"
"BBSRC","BB/S000224/1","University of Edinburgh","Centre for Discovery Brain Sciences","Research Grant","Ludwig","Mike",NA,NA,NA,NA,NA,NA,"Oxytocin - a sweet hormone?","30/09/2018","29/06/2022",529910,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S000224/1","484FBA80-D886-4D44-B683-21E84367D2AE","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3EE74935-275D-4B5F-AEA6-B58B1697C238","Medical School","College of Medicine & Veterinary Medicine"
"BBSRC","BB/K021699/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Sawin","Kenneth","Eric",NA,NA,NA,NA,NA,"Dynamics and interaction of cell-polarity landmark proteins and the Cdc42 GTPase module: a systems approach","30/06/2014","29/06/2017",657291,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/K021699/1","03A03804-8A10-49D5-B58A-E745DBE92392","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3ADA0725-1E2F-4B2F-B0E4-09B138ADA4DB","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/E017053/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Kruuk","Loeske",NA,"http://orcid.org/0000-0001-8588-1123",NA,NA,NA,NA,"Sexually-antagonistic effects in red deer","31/03/2008","29/02/2012",489559,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/E017053/1","CD75B4A6-CC91-4DB5-B26A-E0FCF73F7E83","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3FCD103B-ECDD-4645-B837-53D8118EE10C","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/V008102/1","University of Edinburgh","Sch of Informatics","Fellowship","Webb","Barbara",NA,NA,NA,NA,NA,NA,"An insect-inspired approach to robotic grasping","30/09/2021","29/09/2026",1718900,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/V008102/1","9A2BC9D4-E017-441B-A5AF-FADE05B15C60","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D831A1C6-3B74-45B8-9BA5-E17D177C59BD","School of Informatics","College of Science and Engineering"
"MRC","G0902434","University of Edinburgh","Unknown","Research Grant","Fevre","Eric","Maurice","http://orcid.org/0000-0001-8931-4986",NA,NA,NA,NA,"Measuring, mapping, monitoring and mitigating drivers of the emergence of zoonotic and food-borne diseases: a case study","18/07/2010","17/04/2011",49972,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0902434","DEF666F8-9971-4063-8F40-2E447445DBCA","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E03FF7BE-542D-4DFF-A34F-5F0E2BDB5F7E","Other","Other"
"EPSRC","EP/I006680/1","University of Edinburgh","Edinburgh Parallel Computing Centre","Research Grant","Bull","Mark",NA,NA,NA,NA,NA,NA,"Novel Asynchronous Algorithms and Software for Large Sparse Systems","30/09/2010","30/03/2014",147951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I006680/1","4B9F7633-1975-40B0-B712-858FE9C678A6","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D21335D8-CD92-49D9-A85E-0EDA2A9B6DBD","Other","Other"
"EPSRC","EP/K038559/1","University of Edinburgh","Sch of Physics and Astronomy","Research Grant","Carter","Adam",NA,NA,NA,NA,NA,NA,"Knowledge Led Structure Prediction for Nanostructures","10/10/2013","30/10/2015",101837,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K038559/1","BD803130-9F37-4237-B586-52AEF731C653","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","EDB3CE7B-694A-4538-AE92-1774588A54E9","School of Physics and Astronomy","College of Science and Engineering"
"EPSRC","EP/N029542/1","University of Edinburgh","Sch of Chemistry","Research Grant","Lawrence","Andrew","Leslie","http://orcid.org/0000-0002-9573-5637",NA,NA,NA,NA,"Gram-Scale Synthesis of Brevianamide Alkaloids.","28/06/2016","27/07/2017",99123,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N029542/1","AC51197C-7A1F-4D5D-8415-CD12DA4F69CA","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","ED516E23-01A0-432F-928A-0F9AB142BBCA","School of Chemistry","College of Science and Engineering"
"MRC","MR/V000195/1","University of Edinburgh","MRC Human Genetics Unit","Research Grant","Crow","Yanick",NA,NA,NA,NA,NA,NA,"Replication-dependent histone pre-mRNA misprocessing and innate immune sensing","30/09/2020","29/09/2023",627113,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/V000195/1","2ED46D9D-3B08-4C6C-84AE-B33268F8CA2F","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","36553161-C6DF-4030-8396-A89927765ABF","Institute of Genetics and Cancer","College of Medicine & Veterinary Medicine"
"BBSRC","BB/D00134X/1","University of Edinburgh","Inst for Molecular Plant Science","Research Grant","Fry","Stephen","C.",NA,NA,NA,NA,NA,"Xyloglucans xyloglucan endotransglucosylase (XET) activity and arabinogalactan-protein (AGP)-like molecules: a new inter-relationship","01/02/2006","31/01/2009",262560,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/D00134X/1","DEFD1610-CA2E-4434-8E6B-EB80D36F1D74","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","71599423-3A02-4137-9F21-7BE97703A540","School of Biological Sciences","College of Science and Engineering"
"MRC","MR/T000708/1","University of Edinburgh","Centre for Clinical Brain Sciences","Fellowship","STAVROU","MARIA",NA,NA,NA,NA,NA,NA,"Investigating the molecular mechanisms of mutant C9orf72 human iPSC-derived astrocyte-mediated motor neuron deficits","31/07/2019","30/07/2022",215879,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/T000708/1","CEEBD966-B4A7-4CA0-B1E8-122D2AAD80E7","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C53C0463-689F-488E-8CDD-670370753A3A","Medical School","College of Medicine & Veterinary Medicine"
"BBSRC","BB/I013687/1","University of Edinburgh","Sch of Chemistry","Research Grant","Campopiano","Dominic",NA,NA,NA,NA,NA,NA,"Elucidation of the bacterial sphingolipid biosynthetic pathway in Sphingomonas wittichii.","27/06/2011","27/10/2014",323247,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I013687/1","52F4CB59-4E64-4A87-BE4F-A936D9E39C09","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","C39D2A11-F206-4EC9-9AAC-844865F2D6B1","School of Chemistry","College of Science and Engineering"
"BBSRC","BB/J020133/2","University of Edinburgh","Sch of Biological Sciences","Research Grant","Rosser","Susan","Jane",NA,NA,NA,NA,NA,"Generation of a large family of genetic logic gates for applications in biosensing and information processing","01/11/2013","31/10/2015",69912,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J020133/2","AE044CF7-9984-4908-8EC4-0516269D20CF","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BF12FB6-EEAD-4536-BC76-BA5D67259245","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/M011569/2","University of Edinburgh","Sch of Chemistry","Research Grant","Kirk","Caroline","Ann",NA,NA,NA,NA,NA,"COG3: The geology, geometallurgy and geomicrobiology of cobalt resources leading to new product streams","01/02/2017","29/04/2019",48164,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M011569/2","79001EE7-3DD9-4841-8AB3-3FAED670D49C","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6772041F-ED5C-49ED-915A-9CCCDE3363FB","School of Chemistry","College of Science and Engineering"
